date,city_name,lat,lon,temp_mean,humidity_mean,temp_min,temp_max,1_7_day_avg_temp,8_14_day_avg_temp,1_7_day_avg_humidity,8_14_day_avg_humidity,percent_change_in_temp,percent_change_in_humidity
10/22/2020,New York,40.712775,-74.005973,18.53,92.12,16.11,21.11,15.12,15.51,75.01,68.44,2.51,-9.6
10/23/2020,New York,40.712775,-74.005973,18.05,90.04,16.11,21.67,15.26,15.73,78.99,70.64,2.99,-11.82
10/24/2020,New York,40.712775,-74.005973,17.71,83.04,13.89,22,15.72,15.68,79.3,75.87,-0.26,-4.52
10/25/2020,New York,40.712775,-74.005973,9.81,58.21,5.56,16.15,16.64,14.74,81.82,75.71,-12.89,-8.07
10/26/2020,New York,40.712775,-74.005973,12.07,89.41,8,15.66,16.24,13.9,81.59,73.82,-16.83,-10.53
10/27/2020,New York,40.712775,-74.005973,13.86,82.71,10.56,16.11,15.84,14.26,84.14,71.94,-11.08,-16.96
10/28/2020,New York,40.712775,-74.005973,12.32,82.53,9.44,15,15.39,14.77,83.88,71.02,-4.2,-18.11
10/29/2020,New York,40.712775,-74.005973,11.23,87.19,8.33,15,14.62,15.12,82.58,75.01,3.31,-10.09
10/30/2020,New York,40.712775,-74.005973,6.12,88.88,2.22,10,13.58,15.26,81.88,78.99,11.01,-3.66
10/31/2020,New York,40.712775,-74.005973,4.07,71.04,-1.11,8.33,11.87,15.72,81.71,79.3,24.49,-3.04
11/1/2020,New York,40.712775,-74.005973,9.26,70.42,3,14,9.93,16.64,80,81.82,40.32,2.22
11/2/2020,New York,40.712775,-74.005973,6.42,51.21,2.78,13,9.85,16.24,81.74,81.59,39.35,-0.18
11/3/2020,New York,40.712775,-74.005973,7.56,49.75,2.78,13,9.04,15.84,76.28,84.14,42.93,9.34
11/4/2020,New York,40.712775,-74.005973,10.15,58.04,2,18.33,8.14,15.39,71.57,83.88,47.11,14.68
11/5/2020,New York,40.712775,-74.005973,13.9,72.21,7,21.11,7.83,14.62,68.08,82.58,46.44,17.56
11/6/2020,New York,40.712775,-74.005973,15.49,69.17,8.89,23,8.21,13.58,65.94,81.88,39.54,19.47
11/7/2020,New York,40.712775,-74.005973,16.92,54.25,8,25,9.55,11.87,63.12,81.71,19.55,22.75
11/8/2020,New York,40.712775,-74.005973,17.08,54.71,8,24.44,11.39,9.93,60.72,80,-14.7,24.1
11/9/2020,New York,40.712775,-74.005973,16.11,61.92,7,26,12.5,9.85,58.48,81.74,-26.9,28.46
11/10/2020,New York,40.712775,-74.005973,17.49,71.75,10,24.44,13.89,9.04,60.01,76.28,-53.65,21.33
11/11/2020,New York,40.712775,-74.005973,18.38,86.67,14.86,22.78,15.31,8.14,63.15,71.57,-88.08,11.76
11/12/2020,New York,40.712775,-74.005973,15.8,91.46,7.78,20,16.48,7.83,67.24,68.08,-110.47,1.23
11/13/2020,New York,40.712775,-74.005973,9.13,85.23,7,11.87,16.75,8.21,69.99,65.94,-104.02,-6.14
11/14/2020,New York,40.712775,-74.005973,8.93,60.71,4.44,12.22,15.84,9.55,72.28,63.12,-65.86,-14.51
11/15/2020,New York,40.712775,-74.005973,9.43,64.88,2,17,14.7,11.39,73.21,60.72,-29.06,-20.57
11/16/2020,New York,40.712775,-74.005973,11.32,50.5,7.78,18,13.61,12.5,74.66,58.48,-8.88,-27.67
11/17/2020,New York,40.712775,-74.005973,7.33,52.54,2.78,11.11,12.93,13.89,73.03,60.01,6.91,-21.7
11/18/2020,New York,40.712775,-74.005973,1.84,46.75,-0.56,6.67,11.47,15.31,70.28,63.15,25.08,-11.29
11/19/2020,New York,40.712775,-74.005973,2.47,53.08,-3,9.44,9.11,16.48,64.58,67.24,44.72,3.96
11/20/2020,New York,40.712775,-74.005973,9.75,55.58,3.89,18,7.21,16.75,59.1,69.99,56.96,15.56
11/21/2020,New York,40.712775,-74.005973,13.47,52.38,7,19,7.3,15.84,54.86,72.28,53.91,24.1
11/22/2020,New York,40.712775,-74.005973,9.31,62.29,5.56,14.44,7.94,14.7,53.67,73.21,45.99,26.69
11/23/2020,New York,40.712775,-74.005973,11.95,77.58,5.56,15.56,7.93,13.61,53.3,74.66,41.73,28.61
11/24/2020,New York,40.712775,-74.005973,6.61,53.21,3,10,8.02,12.93,57.17,73.03,37.97,21.72
11/25/2020,New York,40.712775,-74.005973,8.69,59.29,3.89,13.04,7.91,11.47,57.27,70.28,31.04,18.51
11/26/2020,New York,40.712775,-74.005973,14.04,77.73,8.33,19,8.89,9.11,59.06,64.58,2.41,8.55
11/27/2020,New York,40.712775,-74.005973,12.86,70.96,7,17,10.55,7.21,62.58,59.1,-46.32,-5.89
11/28/2020,New York,40.712775,-74.005973,10.7,59.54,6,14,10.99,7.3,64.78,54.86,-50.55,-18.08
11/29/2020,New York,40.712775,-74.005973,8.02,52.29,2,13.33,10.59,7.94,65.8,53.67,-33.38,-22.6
11/30/2020,New York,40.712775,-74.005973,12.63,77.89,6,18,10.41,7.93,64.37,53.3,-31.27,-20.77
12/1/2020,New York,40.712775,-74.005973,11.66,78.79,5.56,18,10.51,8.02,64.42,57.17,-31.05,-12.68
12/2/2020,New York,40.712775,-74.005973,4.16,63,0.56,7.47,11.23,7.91,68.07,57.27,-41.97,-18.86
12/3/2020,New York,40.712775,-74.005973,4.68,56.38,-1,10,10.58,8.89,68.6,59.06,-19.01,-16.15
12/4/2020,New York,40.712775,-74.005973,8.2,61.04,4.44,11.11,9.24,10.55,65.55,62.58,12.42,-4.75
12/5/2020,New York,40.712775,-74.005973,6.67,85.07,3.89,9,8.58,10.99,64.13,64.78,21.93,1
12/6/2020,New York,40.712775,-74.005973,3.38,54.62,1.11,6.47,8,10.59,67.78,65.8,24.46,-3.01
12/7/2020,New York,40.712775,-74.005973,1.38,55.75,-3,6,7.34,10.41,68.11,64.37,29.49,-5.81
12/8/2020,New York,40.712775,-74.005973,0.56,59.21,-1.67,4.12,5.73,10.51,64.95,64.42,45.48,-0.82
12/9/2020,New York,40.712775,-74.005973,0.89,66,-3,4,4.15,11.23,62.15,68.07,63.05,8.7
12/10/2020,New York,40.712775,-74.005973,4.84,68.17,0.56,10,3.68,10.58,62.58,68.6,65.22,8.78
12/11/2020,New York,40.712775,-74.005973,6.95,63.75,-1,14,3.7,9.24,64.27,65.55,59.96,1.95
12/12/2020,New York,40.712775,-74.005973,8.97,81.88,3,13.33,3.52,8.58,64.65,64.13,58.97,-0.81
12/13/2020,New York,40.712775,-74.005973,11.73,72.67,6.11,17,3.85,8,64.2,67.78,51.88,5.28
12/14/2020,New York,40.712775,-74.005973,5.48,73.28,1.67,11.67,5.05,7.34,66.78,68.11,31.2,1.95
12/15/2020,New York,40.712775,-74.005973,2.16,52.96,-1.11,5.28,5.63,5.73,69.28,64.95,1.75,-6.67
12/16/2020,New York,40.712775,-74.005973,-1.55,57.92,-4.44,2.78,5.86,4.15,68.39,62.15,-41.2,-10.04
12/17/2020,New York,40.712775,-74.005973,-2.14,88.66,-5,3.44,5.51,3.68,67.23,62.58,-49.73,-7.43
12/18/2020,New York,40.712775,-74.005973,-2.57,70.12,-7.78,1.11,4.51,3.7,70.16,64.27,-21.89,-9.16
12/19/2020,New York,40.712775,-74.005973,-3.57,66.04,-10,1,3.15,3.52,71.07,64.65,10.51,-9.93
12/20/2020,New York,40.712775,-74.005973,0.05,69.92,-5,5.63,1.36,3.85,68.81,64.2,64.68,-7.18
12/21/2020,New York,40.712775,-74.005973,3.54,80.92,-0.56,9,-0.31,5.05,68.41,66.78,106.14,-2.44
12/22/2020,New York,40.712775,-74.005973,4.46,73.25,1.11,8,-0.58,5.63,69.51,69.28,110.3,-0.33
12/23/2020,New York,40.712775,-74.005973,4.43,50.25,-1.11,8,-0.25,5.86,72.4,68.39,104.27,-5.86
12/24/2020,New York,40.712775,-74.005973,9.03,75.67,1.67,15,0.6,5.51,71.31,67.23,89.11,-6.07
12/25/2020,New York,40.712775,-74.005973,12.67,89.44,1.67,17.22,2.2,4.51,69.45,70.16,51.22,1.01
12/26/2020,New York,40.712775,-74.005973,-1.66,62.83,-5.56,3,4.37,3.15,72.21,71.07,-38.73,-1.6
12/27/2020,New York,40.712775,-74.005973,-1.44,60.5,-5.56,4,4.65,1.36,71.75,68.81,-241.91,-4.27
12/28/2020,New York,40.712775,-74.005973,4.48,66.04,-2.22,11,4.43,-0.31,70.41,68.41,1529.03,-2.92
12/29/2020,New York,40.712775,-74.005973,4.03,47.92,0,9,4.57,-0.58,68.28,69.51,887.93,1.77
12/30/2020,New York,40.712775,-74.005973,0.46,52.08,-4,6.11,4.51,-0.25,64.66,72.4,1904,10.69
12/31/2020,New York,40.712775,-74.005973,6.22,73.75,2.78,10,3.94,0.6,64.93,71.31,-556.67,8.95
1/1/2021,New York,40.712775,-74.005973,2.32,63.12,-2.22,5.56,3.54,2.2,64.65,69.45,-60.91,6.91
1/2/2021,New York,40.712775,-74.005973,5.13,82.89,1.67,12,2.06,4.37,60.89,72.21,52.86,15.68
1/3/2021,New York,40.712775,-74.005973,2.58,78.44,-0.56,6.56,3.03,4.65,63.76,71.75,34.84,11.14
1/4/2021,New York,40.712775,-74.005973,3.12,82.76,0.56,7.22,3.6,4.43,66.32,70.41,18.74,5.81
1/5/2021,New York,40.712775,-74.005973,3.55,73.04,1.67,5.56,3.41,4.57,68.71,68.28,25.38,-0.63
1/6/2021,New York,40.712775,-74.005973,3.07,65.96,-0.56,6.11,3.34,4.51,72.3,64.66,25.94,-11.82
1/7/2021,New York,40.712775,-74.005973,2.03,57.33,-1.67,6.11,3.71,3.94,74.28,64.93,5.84,-14.4
1/8/2021,New York,40.712775,-74.005973,0.2,64.38,-3.89,4,3.11,3.54,71.93,64.65,12.15,-11.26
1/9/2021,New York,40.712775,-74.005973,-0.53,57.38,-5,3.33,2.81,2.06,72.11,60.89,-36.41,-18.43
1/10/2021,New York,40.712775,-74.005973,1.39,51.79,-3.33,6.11,2,3.03,68.47,63.76,33.99,-7.39
1/11/2021,New York,40.712775,-74.005973,0.34,61.71,-4,4.75,1.83,3.6,64.66,66.32,49.17,2.5
1/12/2021,New York,40.712775,-74.005973,2.36,63.29,-3,8,1.44,3.41,61.66,68.71,57.77,10.26
1/13/2021,New York,40.712775,-74.005973,3,61.62,-1.11,6.67,1.27,3.34,60.26,72.3,61.98,16.65
1/14/2021,New York,40.712775,-74.005973,4.76,63.33,0,11,1.26,3.71,59.64,74.28,66.04,19.71
1/15/2021,New York,40.712775,-74.005973,4.72,77.12,0,8.48,1.65,3.11,60.5,71.93,46.95,15.89
1/16/2021,New York,40.712775,-74.005973,6.64,84.42,3.89,9,2.29,2.81,62.32,72.11,18.51,13.58
1/17/2021,New York,40.712775,-74.005973,3.97,60.62,0.56,7.22,3.32,2,66.18,68.47,-66,3.34
1/18/2021,New York,40.712775,-74.005973,5.03,58.21,0,8,3.68,1.83,67.44,64.66,-101.09,-4.3
1/19/2021,New York,40.712775,-74.005973,3.18,59.5,0,6.11,4.35,1.44,66.94,61.66,-202.08,-8.56
1/20/2021,New York,40.712775,-74.005973,2.21,57.96,-1.11,6,4.47,1.27,66.4,60.26,-251.97,-10.19
1/21/2021,New York,40.712775,-74.005973,0.03,55,-6,6.67,4.36,1.26,65.88,59.64,-246.03,-10.46
1/22/2021,New York,40.712775,-74.005973,3.99,54.17,-1,7.22,3.68,1.65,64.69,60.5,-123.03,-6.93
1/23/2021,New York,40.712775,-74.005973,0.17,44.25,-3.33,5.81,3.58,2.29,61.41,62.32,-56.33,1.46
1/24/2021,New York,40.712775,-74.005973,-3.07,43.88,-6.11,1.11,2.65,3.32,55.67,66.18,20.18,15.88
1/25/2021,New York,40.712775,-74.005973,-1.26,49.04,-6.11,5,1.65,3.68,53.28,67.44,55.16,21
1/26/2021,New York,40.712775,-74.005973,0.63,63.72,-1.11,2.45,0.75,4.35,51.97,66.94,82.76,22.36
1/27/2021,New York,40.712775,-74.005973,1.47,80.65,-1,3.33,0.39,4.47,52.57,66.4,91.28,20.83
1/28/2021,New York,40.712775,-74.005973,-0.8,54.5,-4,2.26,0.28,4.36,55.82,65.88,93.58,15.27
1/29/2021,New York,40.712775,-74.005973,-6.02,45.96,-10.56,-2.78,0.16,3.68,55.74,64.69,95.65,13.84
1/30/2021,New York,40.712775,-74.005973,-5.49,51.33,-10,1.11,-1.27,3.58,54.57,61.41,135.47,11.14
1/31/2021,New York,40.712775,-74.005973,-4.61,58.5,-8.33,0.32,-2.08,2.65,55.58,55.67,178.49,0.16
2/1/2021,New York,40.712775,-74.005973,-2.66,89.17,-6.11,1,-2.3,1.65,57.67,53.28,239.39,-8.24
2/2/2021,New York,40.712775,-74.005973,-0.06,87.5,-2.22,2,-2.5,0.75,63.4,51.97,433.33,-21.99
2/3/2021,New York,40.712775,-74.005973,0.11,77.8,-2.78,3.33,-2.6,0.39,66.8,52.57,766.67,-27.07
2/4/2021,New York,40.712775,-74.005973,1.36,56,-2.22,8,-2.79,0.28,66.39,55.82,1096.43,-18.94
2/5/2021,New York,40.712775,-74.005973,3.48,66.75,-1.67,9,-2.48,0.16,66.61,55.74,1650,-19.5
2/6/2021,New York,40.712775,-74.005973,3.4,49.38,-4.44,7,-1.12,-1.27,69.58,54.57,11.81,-27.51
2/7/2021,New York,40.712775,-74.005973,0.61,75.43,-2.22,6,0.15,-2.08,69.3,55.58,107.21,-24.69
2/8/2021,New York,40.712775,-74.005973,-4.33,64.46,-10.56,1.52,0.89,-2.3,71.72,57.67,138.7,-24.36
2/9/2021,New York,40.712775,-74.005973,-1.95,74.61,-8,2.22,0.65,-2.5,68.19,63.4,126,-7.56
2/10/2021,New York,40.712775,-74.005973,-1.91,65.83,-7.78,2,0.38,-2.6,66.35,66.8,114.62,0.67
2/11/2021,New York,40.712775,-74.005973,-1.68,72.71,-4.44,1,0.09,-2.79,64.64,66.39,103.23,2.64
2/12/2021,New York,40.712775,-74.005973,-3.39,49.58,-8.89,0,-0.34,-2.48,67.02,66.61,86.29,-0.62
2/13/2021,New York,40.712775,-74.005973,-2.66,48.12,-6,-1,-1.32,-1.12,64.57,69.58,-17.86,7.2
2/14/2021,New York,40.712775,-74.005973,-0.87,72.88,-4.44,3.33,-2.19,0.15,64.39,69.3,1560,7.09
2/15/2021,New York,40.712775,-74.005973,0.64,70.76,-1.67,2.78,-2.4,0.89,64.03,71.72,369.66,10.72
2/16/2021,New York,40.712775,-74.005973,3.61,87.5,-1,12,-1.69,0.65,64.93,68.19,360,4.78
2/17/2021,New York,40.712775,-74.005973,-1.1,46.33,-6.67,5.56,-0.89,0.38,66.77,66.35,334.21,-0.63
2/18/2021,New York,40.712775,-74.005973,-2.61,71.16,-5,0,-0.78,0.09,63.98,64.64,966.67,1.02
2/19/2021,New York,40.712775,-74.005973,-1.53,89.57,-3.89,1.11,-0.91,-0.34,63.76,67.02,-167.65,4.86
2/20/2021,New York,40.712775,-74.005973,-0.32,69.26,-4.44,2,-0.65,-1.32,69.47,64.57,50.76,-7.59
2/21/2021,New York,40.712775,-74.005973,-1.58,55.17,-7.22,3,-0.31,-2.19,72.49,64.39,85.84,-12.58
2/22/2021,New York,40.712775,-74.005973,0.57,75.03,-3.89,4.08,-0.41,-2.4,69.96,64.03,82.92,-9.26
2/23/2021,New York,40.712775,-74.005973,3.01,79.29,0,8,-0.42,-1.69,70.57,64.93,75.15,-8.69
2/24/2021,New York,40.712775,-74.005973,6.46,55.33,0,13,-0.51,-0.89,69.4,66.77,42.7,-3.94
2/25/2021,New York,40.712775,-74.005973,7.22,47.38,3.33,11,0.57,-0.78,70.69,63.98,173.08,-10.49
2/26/2021,New York,40.712775,-74.005973,3.85,42.96,-1.11,8,1.98,-0.91,67.29,63.76,317.58,-5.54
2/27/2021,New York,40.712775,-74.005973,5.77,81.87,2.78,11,2.74,-0.65,60.63,69.47,521.54,12.72
2/28/2021,New York,40.712775,-74.005973,5.27,76.46,1.67,8.33,3.61,-0.31,62.43,72.49,1264.52,13.88
3/1/2021,New York,40.712775,-74.005973,5.75,87.35,3.33,9,4.59,-0.41,65.47,69.96,1219.51,6.42
3/2/2021,New York,40.712775,-74.005973,-1.08,37,-6.67,6.67,5.33,-0.42,67.23,70.57,1369.05,4.73
3/3/2021,New York,40.712775,-74.005973,3.25,43.46,-3.33,11,4.75,-0.51,61.19,69.4,1031.37,11.83
3/4/2021,New York,40.712775,-74.005973,5.12,47.96,0.56,9,4.29,0.57,59.5,70.69,-652.63,15.83
3/5/2021,New York,40.712775,-74.005973,-1.19,37.75,-6.11,3.33,3.99,1.98,59.58,67.29,-101.52,11.46
3/6/2021,New York,40.712775,-74.005973,0.58,41.88,-2,2.78,3.27,2.74,58.84,60.63,-19.34,2.95
3/7/2021,New York,40.712775,-74.005973,0.34,45.5,-3.33,6,2.53,3.61,53.12,62.43,29.92,14.91
3/8/2021,New York,40.712775,-74.005973,0.89,40.75,-4.44,8,1.82,4.59,48.7,65.47,60.35,25.61
3/9/2021,New York,40.712775,-74.005973,8.45,37.83,1.67,19,1.13,5.33,42.04,67.23,78.8,37.47
3/10/2021,New York,40.712775,-74.005973,7.91,52.5,1,14,2.49,4.75,42.16,61.19,47.58,31.1
3/11/2021,New York,40.712775,-74.005973,10.96,69.5,5.56,23,3.16,4.29,43.45,59.5,26.34,26.97
3/12/2021,New York,40.712775,-74.005973,15.85,40.42,8.37,21,3.99,3.99,46.53,59.58,0,21.9
3/13/2021,New York,40.712775,-74.005973,7.51,29.21,0,17,6.43,3.27,46.91,58.84,-96.64,20.28
3/14/2021,New York,40.712775,-74.005973,7.32,31.75,2.78,13,7.42,2.53,45.1,53.12,-193.28,15.1
3/15/2021,New York,40.712775,-74.005973,-0.29,28.38,-5.56,5,8.41,1.82,43.14,48.7,-362.09,11.42
3/16/2021,New York,40.712775,-74.005973,0.27,39.29,-3,3.33,8.24,1.13,41.37,42.04,-629.2,1.59
3/17/2021,New York,40.712775,-74.005973,3.71,76.42,0.56,8.89,7.08,2.49,41.58,42.16,-184.34,1.38
3/18/2021,New York,40.712775,-74.005973,6.6,88.27,5,8,6.48,3.16,45,43.45,-105.06,-3.57
3/19/2021,New York,40.712775,-74.005973,3.71,52.12,-1.11,7.78,5.85,3.99,47.68,46.53,-46.62,-2.47
3/20/2021,New York,40.712775,-74.005973,5.75,36.96,-1.67,16,4.12,6.43,49.35,46.91,35.93,-5.2
3/21/2021,New York,40.712775,-74.005973,9.19,46.88,1,18.33,3.87,7.42,50.46,45.1,47.84,-11.88
3/22/2021,New York,40.712775,-74.005973,9.2,58.67,2,17,4.13,8.41,52.62,43.14,50.89,-21.97
3/23/2021,New York,40.712775,-74.005973,9.88,72,3.89,18.33,5.49,8.24,56.94,41.37,33.37,-37.64
3/24/2021,New York,40.712775,-74.005973,10.56,81.93,6.67,14,6.86,7.08,61.62,41.58,3.11,-48.2
3/25/2021,New York,40.712775,-74.005973,12.62,92.54,8.12,20.56,7.84,6.48,62.4,45,-20.99,-38.67
3/26/2021,New York,40.712775,-74.005973,16.1,74.96,8.89,28,8.7,5.85,63.01,47.68,-48.72,-32.15
3/27/2021,New York,40.712775,-74.005973,14.11,51.17,8.33,21.11,10.47,4.12,66.28,49.35,-154.13,-34.31
3/28/2021,New York,40.712775,-74.005973,11.82,81.44,8,19.44,11.67,3.87,68.31,50.46,-201.55,-35.37
3/29/2021,New York,40.712775,-74.005973,10.64,50.28,6.05,17.22,12.04,4.13,73.24,52.62,-191.53,-39.19
3/30/2021,New York,40.712775,-74.005973,9.76,42.79,2,16.67,12.25,5.49,72.05,56.94,-123.13,-26.54
3/31/2021,New York,40.712775,-74.005973,12.12,78.17,7.78,20,12.23,6.86,67.87,61.62,-78.28,-10.14
4/1/2021,New York,40.712775,-74.005973,9.49,76.26,4.44,16,12.45,7.84,67.34,62.4,-58.8,-7.92
4/2/2021,New York,40.712775,-74.005973,1.87,43.96,-3,7.22,12.01,8.7,65.01,63.01,-38.05,-3.17
4/3/2021,New York,40.712775,-74.005973,4.27,33.38,-1.67,13,9.97,10.47,60.58,66.28,4.78,8.6
4/4/2021,New York,40.712775,-74.005973,10.25,42.83,5,18.33,8.57,11.67,58.04,68.31,26.56,15.03
4/5/2021,New York,40.712775,-74.005973,13.66,33.42,7.22,21,8.34,12.04,52.52,73.24,30.73,28.29
4/6/2021,New York,40.712775,-74.005973,13.97,27.42,6.67,22,8.77,12.25,50.12,72.05,28.41,30.44
4/7/2021,New York,40.712775,-74.005973,14.56,37.38,8.33,22.22,9.38,12.23,47.92,67.87,23.3,29.39
4/8/2021,New York,40.712775,-74.005973,13.51,55.46,7.22,21.11,9.72,12.45,42.09,67.34,21.93,37.5
4/9/2021,New York,40.712775,-74.005973,10.98,74.21,7.78,17,10.3,12.01,39.12,65.01,14.24,39.82
4/10/2021,New York,40.712775,-74.005973,12.67,82.96,8,20.56,11.6,9.97,43.44,60.58,-16.35,28.29
4/11/2021,New York,40.712775,-74.005973,12.63,94.64,9.43,16.11,12.8,8.57,50.53,58.04,-49.36,12.94
4/12/2021,New York,40.712775,-74.005973,8.41,86.74,6.67,11,13.14,8.34,57.93,52.52,-57.55,-10.3
4/13/2021,New York,40.712775,-74.005973,10.61,71.24,5,19,12.39,8.77,65.54,50.12,-41.28,-30.77
4/14/2021,New York,40.712775,-74.005973,13.59,66.62,7.78,22,11.91,9.38,71.8,47.92,-26.97,-49.83
4/15/2021,New York,40.712775,-74.005973,12.46,86.12,8.81,17,11.77,9.72,75.98,42.09,-21.09,-80.52
4/16/2021,New York,40.712775,-74.005973,8.1,72.21,3.33,11.67,11.62,10.3,80.36,39.12,-12.82,-105.42
4/17/2021,New York,40.712775,-74.005973,8.93,63.29,5,13.33,11.21,11.6,80.08,43.44,3.36,-84.35
4/18/2021,New York,40.712775,-74.005973,12.01,54.04,7.78,17,10.68,12.8,77.27,50.53,16.56,-52.92
4/19/2021,New York,40.712775,-74.005973,13.73,53.71,7.78,20,10.59,13.14,71.47,57.93,19.41,-23.37
4/20/2021,New York,40.712775,-74.005973,15.45,55.83,7.78,25,11.35,12.39,66.75,65.54,8.39,-1.85
4/21/2021,New York,40.712775,-74.005973,14.39,54.62,7,22,12.04,11.91,64.55,71.8,-1.09,10.1
4/22/2021,New York,40.712775,-74.005973,5.29,42.92,1.11,10,12.15,11.77,62.83,75.98,-3.23,17.31
4/23/2021,New York,40.712775,-74.005973,9.34,36.62,2.78,19,11.13,11.62,56.66,80.36,4.22,29.49
4/24/2021,New York,40.712775,-74.005973,14.92,39.21,7,22,11.31,11.21,51.58,80.08,-0.89,35.59
4/25/2021,New York,40.712775,-74.005973,12.86,66.88,8.89,19,12.16,10.68,48.14,77.27,-13.86,37.7
4/26/2021,New York,40.712775,-74.005973,11.23,41.5,4.44,17,12.28,10.59,49.97,71.47,-15.96,30.08
4/27/2021,New York,40.712775,-74.005973,12,33.42,6.67,18.89,11.93,11.35,48.23,66.75,-5.11,27.75
4/28/2021,New York,40.712775,-74.005973,16.78,62.25,10,31,11.43,12.04,45.02,64.55,5.07,30.26
4/29/2021,New York,40.712775,-74.005973,18.7,69.62,12.35,29,11.77,12.15,46.11,62.83,3.13,26.61
4/30/2021,New York,40.712775,-74.005973,18.32,58.08,13.73,23,13.69,11.13,49.93,56.66,-23,11.88
5/1/2021,New York,40.712775,-74.005973,11.12,41.96,4.44,20,14.97,11.31,52.99,51.58,-32.36,-2.73
5/2/2021,New York,40.712775,-74.005973,18.01,37.75,11.11,29,14.43,12.16,53.39,48.14,-18.67,-10.91
5/3/2021,New York,40.712775,-74.005973,17.07,61.46,11.52,28,15.17,12.28,49.23,49.97,-23.53,1.48
5/4/2021,New York,40.712775,-74.005973,14.5,83.85,10.56,23.89,16,11.93,52.08,48.23,-34.12,-7.98
5/5/2021,New York,40.712775,-74.005973,12.8,91.19,10.47,17.78,16.36,11.43,59.28,45.02,-43.13,-31.67
5/6/2021,New York,40.712775,-74.005973,13.95,55.04,8.33,20,15.79,11.77,63.42,46.11,-34.15,-37.54
5/7/2021,New York,40.712775,-74.005973,14.04,44.88,8,18.89,15.11,13.69,61.33,49.93,-10.37,-22.83
5/8/2021,New York,40.712775,-74.005973,10.85,68.08,8.33,14,14.5,14.97,59.45,52.99,3.14,-12.19
5/9/2021,New York,40.712775,-74.005973,10.78,69.56,4.44,18,14.46,14.43,63.18,53.39,-0.21,-18.34
5/10/2021,New York,40.712775,-74.005973,10.95,78.46,7.78,17,13.43,15.17,67.72,49.23,11.47,-37.56
5/11/2021,New York,40.712775,-74.005973,13.81,49.54,7.22,20,12.55,16,70.15,52.08,21.56,-34.7
5/12/2021,New York,40.712775,-74.005973,13.66,40.71,6.67,22,12.45,16.36,65.25,59.28,23.9,-10.07
5/13/2021,New York,40.712775,-74.005973,15.82,36.17,7.22,23.33,12.58,15.79,58.04,63.42,20.33,8.48
5/14/2021,New York,40.712775,-74.005973,17.38,38.46,7.78,26.11,12.84,15.11,55.34,61.33,15.02,9.77
5/15/2021,New York,40.712775,-74.005973,18.58,39.08,10,26,13.32,14.5,54.43,59.45,8.14,8.44
5/16/2021,New York,40.712775,-74.005973,18.64,41.83,11.67,26,14.43,14.46,50.28,63.18,0.21,20.42
1/1/2020,Sao Paulo,-23.55052,-46.633309,25.67,66.21,19,33.89,,,,,,
1/2/2020,Sao Paulo,-23.55052,-46.633309,22.89,81.4,19.96,29,,,,,,
1/3/2020,Sao Paulo,-23.55052,-46.633309,21.02,83.88,18.89,26.11,,,,,,
1/4/2020,Sao Paulo,-23.55052,-46.633309,21.22,79.76,18,27.22,,,,,,
1/5/2020,Sao Paulo,-23.55052,-46.633309,21.13,84.15,18,26.11,,,,,,
1/6/2020,Sao Paulo,-23.55052,-46.633309,23.32,76.36,17.87,30.56,,,,,,
1/7/2020,Sao Paulo,-23.55052,-46.633309,26.33,66.75,20,34,,,,,,
1/8/2020,Sao Paulo,-23.55052,-46.633309,24.27,80.08,20,31,23.08,,76.93,,,
1/9/2020,Sao Paulo,-23.55052,-46.633309,24.38,81.5,20.56,30.56,22.88,,78.91,,,
1/10/2020,Sao Paulo,-23.55052,-46.633309,25.95,74.92,21,31.11,23.1,,78.93,,,
1/11/2020,Sao Paulo,-23.55052,-46.633309,26.6,70.83,21,35,23.8,,77.65,,,
1/12/2020,Sao Paulo,-23.55052,-46.633309,24.37,84.64,21.26,28,24.57,,76.37,,,
1/13/2020,Sao Paulo,-23.55052,-46.633309,22.13,82.28,19.65,26.11,25.03,,76.44,,,
1/14/2020,Sao Paulo,-23.55052,-46.633309,22.02,77.38,18,29,24.86,,77.29,,,
1/15/2020,Sao Paulo,-23.55052,-46.633309,24.51,71.58,18.43,31.67,24.25,23.08,78.8,76.93,-5.07,-2.43
1/16/2020,Sao Paulo,-23.55052,-46.633309,25.83,77.38,21,37,24.28,22.88,77.59,78.91,-6.12,1.67
1/17/2020,Sao Paulo,-23.55052,-46.633309,20.37,86.83,17,23.33,24.49,23.1,77,78.93,-6.02,2.45
1/18/2020,Sao Paulo,-23.55052,-46.633309,19.82,81.71,16.86,25,23.69,23.8,78.7,77.65,0.46,-1.35
1/19/2020,Sao Paulo,-23.55052,-46.633309,21.29,81.29,17.92,27.22,22.72,24.57,80.26,76.37,7.53,-5.09
1/20/2020,Sao Paulo,-23.55052,-46.633309,21.73,77.33,18.54,27.22,22.28,25.03,79.78,76.44,10.99,-4.37
1/21/2020,Sao Paulo,-23.55052,-46.633309,21.23,73.5,15,28,22.22,24.86,79.07,77.29,10.62,-2.3
1/22/2020,Sao Paulo,-23.55052,-46.633309,21.05,77.96,16.82,27.22,22.11,24.25,78.52,78.8,8.82,0.36
1/23/2020,Sao Paulo,-23.55052,-46.633309,19.92,84.62,17.55,24,21.62,24.28,79.43,77.59,10.96,-2.37
