,epi_week,date,country,city,newCases,totalCases,state,ibgeID,cod_RegiaoDeSaude,name_RegiaoDeSaude,newDeaths,deaths,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,_source,last_info_date
2024556,118,05/07/21,Brazil,Sao_Paulo,2513,733059,SP,3550308,35016,Sao_Paulo,143,28131,228.23911,5947.62841,0.03837,SES,05/15/21
2030152,118,05/08/21,Brazil,Sao_Paulo,1998,735057,SP,3550308,35016,Sao_Paulo,178,28309,229.6833,5963.83906,0.03851,SES,05/15/21
2035748,119,05/09/21,Brazil,Sao_Paulo,1285,736342,SP,3550308,35016,Sao_Paulo,38,28347,229.99161,5974.26483,0.0385,SES,05/15/21
2041344,119,05/10/21,Brazil,Sao_Paulo,538,736880,SP,3550308,35016,Sao_Paulo,17,28364,230.12954,5978.62985,0.03849,SES,05/15/21
2046940,119,05/11/21,Brazil,Sao_Paulo,2941,739821,SP,3550308,35016,Sao_Paulo,219,28583,231.90639,6002.49147,0.03864,SES,05/15/21
2052536,119,05/12/21,Brazil,Sao_Paulo,2808,742629,SP,3550308,35016,Sao_Paulo,181,28764,233.37492,6025.27401,0.03873,SES,05/15/21
2058132,119,05/13/21,Brazil,Sao_Paulo,2505,745134,SP,3550308,35016,Sao_Paulo,111,28875,234.27551,6045.59817,0.03875,SES,05/15/21
2063728,119,05/14/21,Brazil,Sao_Paulo,3248,748382,SP,3550308,35016,Sao_Paulo,119,28994,235.24101,6071.95061,0.03874,SES,05/15/21
2069325,119,05/15/21,Brazil,Sao_Paulo,2732,751114,SP,3550308,35016,Sao_Paulo,108,29102,236.11726,6094.11652,0.03875,SES,05/15/21
2074922,120,05/16/21,Brazil,Sao_Paulo,1544,752658,SP,3550308,35016,Sao_Paulo,24,29126,236.31198,6106.64367,0.0387,MS,05/17/21
2080519,120,05/17/21,Brazil,Sao_Paulo,710,753368,SP,3550308,35016,Sao_Paulo,20,29146,236.47425,6112.40421,0.03869,MS,05/17/21
