Reported_Date,City,daily_temp,daily_humidity,mavg_7_temp,mavg_7_humidity,mavg_15_temp,mavg_15_humidity
2020-05-18,Sao Paulo,16.7,78.54,17.84714285714286,69.82285714285715,17.486666666666668,70.65266666666666
2020-05-19,Sao Paulo,18.19,76.12,17.65714285714286,72.57857142857144,17.436666666666667,71.21666666666667
2020-05-20,Sao Paulo,19.32,73.38,17.56142857142857,74.70857142857143,17.496,71.508
2020-05-21,Sao Paulo,19.5,70.17,17.58142857142857,76.41714285714285,17.516000000000002,72.01133333333334
2020-05-22,Sao Paulo,20.75,59.33,17.7,75.9,17.496,72.63666666666667
2020-05-23,Sao Paulo,20.5,72.0,18.407142857142855,72.18571428571428,17.906000000000002,70.91133333333333
2020-05-24,Sao Paulo,13.83,70.96,18.812857142857144,72.03714285714285,18.258666666666667,70.46133333333334
2020-05-25,Sao Paulo,14.62,61.79,18.398571428571426,71.5,18.060666666666666,70.51733333333333
2020-05-26,Sao Paulo,14.63,53.42,18.10142857142857,69.10714285714286,17.889333333333333,70.07
2020-05-27,Sao Paulo,14.42,56.88,17.592857142857145,65.86428571428571,17.662666666666667,69.68133333333334
2020-05-28,Sao Paulo,13.83,69.83,16.892857142857142,63.50714285714285,17.366666666666667,69.39266666666667
2020-05-29,Sao Paulo,15.59,71.5,16.082857142857144,63.45857142857143,17.01,69.95333333333333
2020-05-30,Sao Paulo,17.19,67.08,15.345714285714285,65.19714285714285,16.80466666666667,69.80066666666667
2020-05-31,Sao Paulo,17.46,55.71,14.872857142857141,64.49428571428571,16.897333333333332,68.584
2020-06-01,Sao Paulo,18.27,55.79,15.391428571428571,62.315714285714286,16.884,67.42866666666666
2020-06-02,Sao Paulo,16.71,84.38,15.912857142857144,61.458571428571425,16.986666666666665,66.16666666666667
2020-06-03,Sao Paulo,17.37,81.46,16.21,65.88142857142857,16.987333333333332,66.556
2020-06-04,Sao Paulo,18.24,81.42,16.631428571428575,69.39285714285714,16.932666666666666,66.91199999999999
2020-06-05,Sao Paulo,19.08,85.71,17.26142857142857,71.04857142857142,16.860666666666667,67.44800000000001
2020-06-06,Sao Paulo,20.31,75.21,17.76,73.07857142857142,16.832666666666668,68.484
2020-06-07,Sao Paulo,20.22,77.76,18.205714285714286,74.24,16.803333333333335,69.54266666666666
2020-06-08,Sao Paulo,20.57,76.33,18.599999999999998,77.39,16.784666666666666,69.92666666666666
2020-06-09,Sao Paulo,20.99,78.21,18.928571428571427,80.32428571428571,17.233999999999998,70.28466666666667
2020-06-10,Sao Paulo,21.71,73.04,19.54,79.44285714285715,17.658666666666665,71.37933333333334
2020-06-11,Sao Paulo,23.15,61.46,20.159999999999997,78.24000000000001,18.130666666666666,72.68733333333333
2020-06-12,Sao Paulo,22.04,63.04,20.861428571428572,75.38857142857144,18.712666666666667,72.99266666666666
2020-06-13,Sao Paulo,21.74,64.0,21.284285714285712,72.15,19.259999999999998,72.53999999999999
2020-06-14,Sao Paulo,16.99,84.25,21.488571428571426,70.54857142857144,19.67,72.03999999999999
2020-06-15,Sao Paulo,16.95,78.33,21.027142857142856,71.47571428571429,19.65666666666667,73.18466666666667
2020-06-16,Sao Paulo,17.89,75.21,20.509999999999998,71.76142857142857,19.622666666666664,74.69266666666667
2020-06-17,Sao Paulo,18.67,69.58,20.06714285714286,71.33285714285715,19.59733333333333,75.98733333333332
2020-06-18,Sao Paulo,18.42,63.04,19.632857142857144,70.83857142857143,19.728,75.00066666666666
2020-06-19,Sao Paulo,19.71,58.33,18.957142857142856,71.06428571428572,19.798000000000002,73.77266666666667
2020-06-20,Sao Paulo,20.51,61.62,18.624285714285715,70.39142857142858,19.896,72.23333333333333
2020-06-21,Sao Paulo,20.97,60.88,18.44857142857143,70.05142857142857,19.991333333333333,70.62733333333334
2020-06-22,Sao Paulo,20.6,55.92,19.017142857142858,66.71285714285715,20.035333333333334,69.672
2020-06-23,Sao Paulo,19.77,52.17,19.53857142857143,63.51142857142857,20.060666666666666,68.216
2020-06-24,Sao Paulo,19.17,50.46,19.807142857142857,60.220000000000006,20.007333333333335,66.60533333333333
2020-06-25,Sao Paulo,20.55,59.79,19.87857142857143,57.488571428571426,19.886,64.75533333333334
2020-06-26,Sao Paulo,18.49,76.42,20.18285714285714,57.02428571428572,19.808666666666667,63.87199999999999
2020-06-27,Sao Paulo,15.15,87.97,20.00857142857143,59.60857142857143,19.497999999999998,64.86933333333333
2020-06-28,Sao Paulo,14.02,85.69,19.242857142857144,63.37285714285714,19.038666666666668,66.53133333333334
2020-06-29,Sao Paulo,15.73,79.71,18.25,66.91714285714285,18.524,67.97733333333333
2020-06-30,Sao Paulo,18.34,68.67,17.554285714285715,70.3157142857143,18.44,67.67466666666667
2020-07-01,Sao Paulo,19.25,57.79,17.35,72.67285714285715,18.532666666666668,67.03066666666668
2020-07-02,Sao Paulo,13.79,68.54,17.361428571428572,73.72,18.623333333333335,65.86933333333333
2020-07-03,Sao Paulo,13.65,74.17,16.395714285714288,74.97,18.298000000000002,65.8
2020-07-04,Sao Paulo,16.13,66.12,15.704285714285714,74.64857142857143,17.98,66.542
2020-07-05,Sao Paulo,18.09,73.33,15.844285714285714,71.52714285714286,17.741333333333333,67.06133333333334
2020-07-06,Sao Paulo,20.3,63.67,16.425714285714285,69.76142857142857,17.58,67.84200000000001
2020-07-07,Sao Paulo,20.54,64.46,17.07857142857143,67.47,17.53533333333333,68.028
2020-07-08,Sao Paulo,21.86,43.08,17.392857142857142,66.86857142857143,17.531333333333336,68.59733333333334
2020-07-09,Sao Paulo,19.43,60.88,17.765714285714285,64.76714285714286,17.670666666666666,67.99133333333333
2020-07-10,Sao Paulo,15.43,74.33,18.571428571428573,63.67285714285714,17.688,68.68599999999999
2020-07-11,Sao Paulo,19.44,68.17,18.825714285714287,63.69571428571429,17.346666666666668,69.65533333333333
2020-07-12,Sao Paulo,20.73,60.75,19.298571428571428,63.988571428571426,17.410000000000004,69.10533333333333
2020-07-13,Sao Paulo,21.27,60.67,19.67571428571429,62.19142857142857,17.782,67.29066666666667
2020-07-14,Sao Paulo,17.71,79.17,19.814285714285713,61.762857142857136,18.265333333333334,65.62266666666666
2020-07-15,Sao Paulo,14.6,81.58,19.41,63.864285714285714,18.397333333333332,65.58666666666667
2020-07-16,Sao Paulo,15.51,78.46,18.372857142857146,69.36428571428571,18.148000000000003,66.44733333333333
2020-07-17,Sao Paulo,17.31,76.42,17.812857142857144,71.87571428571428,17.898666666666667,67.82533333333333
2020-07-18,Sao Paulo,18.78,71.67,18.08142857142857,72.17428571428572,18.133333333333333,68.35066666666667
2020-07-19,Sao Paulo,18.63,68.83,17.987142857142857,72.67428571428572,18.47533333333333,68.184
2020-07-20,Sao Paulo,18.57,62.29,17.687142857142856,73.82857142857142,18.642,68.36466666666666
2020-07-21,Sao Paulo,19.47,59.17,17.30142857142857,74.05999999999999,18.674,67.62866666666667
2020-07-22,Sao Paulo,19.83,60.79,17.552857142857142,71.20285714285714,18.618666666666666,67.32866666666666
2020-07-23,Sao Paulo,19.8,57.46,18.3,68.23285714285714,18.571333333333335,67.084
2020-07-24,Sao Paulo,19.78,57.79,18.912857142857142,65.23285714285714,18.434,68.04266666666666
2020-07-25,Sao Paulo,20.78,50.42,19.265714285714285,62.57142857142857,18.457333333333334,67.83666666666666
2020-07-26,Sao Paulo,17.22,75.04,19.55142857142857,59.535714285714285,18.814,66.24266666666666
2020-07-27,Sao Paulo,19.53,67.71,19.349999999999998,60.42285714285715,18.666,66.70066666666666
2020-07-28,Sao Paulo,21.74,56.79,19.487142857142857,61.19714285714286,18.586,67.16466666666666
2020-07-29,Sao Paulo,16.45,76.84,19.81142857142857,60.857142857142854,18.61733333333333,66.90599999999999
2020-07-30,Sao Paulo,14.39,83.38,19.32857142857143,63.15,18.533333333333335,66.75066666666666
2020-07-31,Sao Paulo,15.86,77.0,18.555714285714284,66.85285714285715,18.519333333333336,66.87066666666666
2020-08-01,Sao Paulo,16.76,73.21,17.995714285714286,69.59714285714286,18.542666666666666,66.77333333333334
2020-08-02,Sao Paulo,16.77,72.67,17.42142857142857,72.85285714285713,18.506000000000004,66.55933333333334
2020-08-03,Sao Paulo,16.49,70.12,17.357142857142858,72.5142857142857,18.372,66.626
2020-08-04,Sao Paulo,16.04,69.67,16.922857142857143,72.85857142857142,18.229333333333333,66.712
2020-08-05,Sao Paulo,16.27,70.67,16.108571428571427,74.69857142857143,18.060666666666666,67.204
