Comparativo Ciudades,,,,,,,,
,,,,,,,,
Fecha,País,Ciudad,Casos confirmados acumulad,Fallecidos,Población (millones),Año población,Casos millón hab,Fallecidos millón hab
9/11/2020,Argentina,Buenos Aires,266186,6944,3075646,2020,86546,2258
9/11/2020,Brasil,Brasilia,214655,3719,3015268,2019,71189,1233
9/11/2020,Chile,Santiago de Chile,299569,10033,7460708,2020,40153,1345
9/11/2020,Ecuador,Quito,55674,1871,2011388,2020,27679,930
9/11/2020,Ecuador,Guayaquil,15576,2399,2011388,2020,7744,1193
9/11/2020,México,Ciudad de México,170996,12025,8985339,2015,19031,1338
9/11/2020,Perú,Lima,357374,14071,9485405,2017,37676,1483
9/11/2020,Uruguay,Montevideo,2118,41,1351162,2020,1568,30
9/11/2020,Brasil,Sao Paulo,318533,13660,12252023,2017,25998,1115
9/11/2020,Estados Unidos,Miami,195273,3690,2761581,2018,70711,1336
9/11/2020,Estados Unidos,New York,272375,24055,8398748,2018,32430,2864
9/11/2020,España,Madrid,322960,10850,3266126,2020,98882,3322
10/11/2020,Colombia,Bogotá,338196,7956,7743955,2020,43672,1027
10/11/2020,Argentina,Buenos Aires,267283,6966,3075646,2020,86903,2265
10/11/2020,Brasil,Brasilia,214655,3719,3015268,2019,71189,1233
10/11/2020,Chile,Santiago de Chile,299726,10054,7460708,2020,40174,1348
10/11/2020,Ecuador,Quito,57680,1904,2011388,2020,28677,947
10/11/2020,Ecuador,Guayaquil,15803,2402,2011388,2020,7857,1194
10/11/2020,México,Ciudad de México,172403,12070,8985339,2015,19187,1343
10/11/2020,Perú,Lima,357374,14103,9485405,2017,37676,1487
10/11/2020,Uruguay,Montevideo,2151,41,1351162,2020,1592,30
10/11/2020,Brasil,Sao Paulo,318533,13660,12252023,2017,25998,1115
10/11/2020,Estados Unidos,Miami,195991,3693,2761581,2018,70971,1337
10/11/2020,Estados Unidos,New York,273583,24076,8398748,2018,32574,2867
10/11/2020,España,Madrid,326408,10946,3266126,2020,99937,3351
11/11/2020,Colombia,Bogotá,340326,7987,7743955,2020,43947,1031
11/11/2020,Argentina,Buenos Aires,268242,6977,3075646,2020,87215,2268
11/11/2020,Brasil,Brasilia,214655,3719,3015268,2019,71189,1233
11/11/2020,Chile,Santiago de Chile,300026,10072,7460708,2020,40214,1350
11/11/2020,Ecuador,Quito,57680,1904,2011388,2020,28677,947
11/11/2020,Ecuador,Guayaquil,15803,2402,2011388,2020,7857,1194
11/11/2020,México,Ciudad de México,174127,12154,8985339,2015,19379,1353
11/11/2020,Perú,Lima,357374,14103,9485405,2017,37676,1487
11/11/2020,Uruguay,Montevideo,2201,42,1351162,2020,1629,31
11/11/2020,Brasil,Sao Paulo,318533,13660,12252023,2017,25998,1115
11/11/2020,Estados Unidos,Miami,197196,3701,2761581,2018,71407,1340
11/11/2020,Estados Unidos,New York,276976,24076,8398748,2018,32978,2867
11/11/2020,España,Madrid,328548,11011,3266126,2020,100593,3371
12/11/2020,Colombia,Bogotá,342530,8015,7743955,2020,44232,1035
12/11/2020,Argentina,Buenos Aires,269114,7004,3075646,2020,87498,2277
12/11/2020,Brasil,Brasilia,218479,3797,3015268,2019,72458,1259
12/11/2020,Chile,Santiago de Chile,300290,10085,7460708,2020,40250,1352
12/11/2020,Ecuador,Quito,57680,1904,2011388,2020,28677,947
12/11/2020,Ecuador,Guayaquil,15803,2402,2011388,2020,7857,1194
12/11/2020,México,Ciudad de México,175946,12279,8985339,2015,19581,1367
12/11/2020,Perú,Lima,358711,14145,9485405,2017,37817,1491
12/11/2020,Uruguay,Montevideo,2261,42,1351162,2020,1673,31
12/11/2020,Brasil,Sao Paulo,327185,13840,12252023,2017,26705,1130
12/11/2020,Estados Unidos,Miami,199072,3706,2761581,2018,72086,1342
12/11/2020,Estados Unidos,New York,276976,24086,8398748,2018,32978,2868
12/11/2020,España,Madrid,330483,11053,3266126,2020,101185,3384
13/11/2020,Colombia,Bogotá,343972,8047,7743955,2020,44418,1039
13/11/2020,Argentina,Buenos Aires,269844,7026,3075646,2020,87736,2284
13/11/2020,Brasil,Brasilia,219012,3808,3015268,2019,72634,1263
13/11/2020,Chile,Santiago de Chile,300603,10100,7460708,2020,40291,1354
13/11/2020,Ecuador,Quito,57680,1904,2011388,2020,28677,947
13/11/2020,Ecuador,Guayaquil,15803,2402,2011388,2020,7857,1194
13/11/2020,México,Ciudad de México,177396,12378,8985339,2015,19743,1378
13/11/2020,Perú,Lima,358711,14145,9485405,2017,37817,1491
13/11/2020,Uruguay,Montevideo,2303,43,1351162,2020,1704,32
13/11/2020,Brasil,Sao Paulo,328953,13840,12252023,2017,26849,1130
13/11/2020,Estados Unidos,Miami,200259,3707,2761581,2018,72516,1342
13/11/2020,Estados Unidos,New York,278802,24099,8398748,2018,33196,2869
13/11/2020,España,Madrid,330483,11053,3266126,2020,101185,3384
14/11/2020,Colombia,Bogotá,345742,8073,7743955,2020,44647,1042
14/11/2020,Argentina,Buenos Aires,270695,7044,3075646,2020,88012,2290
14/11/2020,Brasil,Brasilia,219712,3813,3015268,2019,72866,1265
14/11/2020,Chile,Santiago de Chile,300954,10116,7460708,2020,40339,1356
14/11/2020,Ecuador,Quito,57680,1904,2011388,2020,28677,947
14/11/2020,Ecuador,Guayaquil,15803,2402,2011388,2020,7857,1194
14/11/2020,México,Ciudad de México,179134,12500,8985339,2015,19936,1391
14/11/2020,Perú,Lima,360737,14203,9485405,2017,38031,1497
14/11/2020,Uruguay,Montevideo,2343,43,1351162,2020,1734,32
14/11/2020,Brasil,Sao Paulo,330266,13949,12252023,2017,26956,1139
14/11/2020,Estados Unidos,Miami,200259,3707,2761581,2018,72516,1342
14/11/2020,Estados Unidos,New York,282056,24109,8398748,2018,33583,2871
14/11/2020,España,Madrid,330483,11053,3266126,2020,101185,3384
15/11/2020,Colombia,Bogotá,346711,8113,7743955,2020,44772,1048
15/11/2020,Argentina,Buenos Aires,271171,7053,3075646,2020,88167,2293
15/11/2020,Brasil,Brasilia,220403,3825,3015268,2019,73096,1269
15/11/2020,Chile,Santiago de Chile,301207,10134,7460708,2020,40372,1358
15/11/2020,Ecuador,Quito,59403,1925,2011388,2020,29533,957
15/11/2020,Ecuador,Guayaquil,16042,2403,2011388,2020,7976,1195
15/11/2020,México,Ciudad de México,179791,12593,8985339,2015,20009,1402
15/11/2020,Perú,Lima,360737,14203,9485405,2017,38031,1497
15/11/2020,Uruguay,Montevideo,2386,44,1351162,2020,1766,33
15/11/2020,Brasil,Sao Paulo,330753,13958,12252023,2017,26996,1139
15/11/2020,Estados Unidos,Miami,202644,3709,2761581,2018,73380,1343
15/11/2020,Estados Unidos,New York,283341,24114,8398748,2018,33736,2871
15/11/2020,España,Madrid,333215,11082,3266126,2020,102021,3393
16/11/2020,Colombia,Bogotá,347905,8136,7743955,2020,44926,1051
16/11/2020,Argentina,Buenos Aires,271744,7078,3075646,2020,88353,2301
16/11/2020,Brasil,Brasilia,220403,3825,3015268,2019,73096,1269
16/11/2020,Chile,Santiago de Chile,301364,10144,7460708,2020,40393,1360
16/11/2020,Ecuador,Quito,59403,1925,2011388,2020,29533,957
16/11/2020,Ecuador,Guayaquil,16042,2403,2011388,2020,7976,1195
16/11/2020,México,Ciudad de México,180210,12686,8985339,2015,20056,1412
16/11/2020,Perú,Lima,361866,14244,9485405,2017,38150,1502
16/11/2020,Uruguay,Montevideo,2433,46,1351162,2020,1801,34
16/11/2020,Brasil,Sao Paulo,330753,13958,12252023,2017,26996,1139
16/11/2020,Estados Unidos,Miami,203654,3709,2761581,2018,73745,1343
16/11/2020,Estados Unidos,New York,283341,24119,8398748,2018,33736,2872
16/11/2020,España,Madrid,334655,11111,3266126,2020,102462,3402
17/11/2020,Colombia,Bogotá,349474,8155,7743955,2020,45129,1053
17/11/2020,Argentina,Buenos Aires,272562,7107,3075646,2020,88619,2311
17/11/2020,Brasil,Brasilia,221526,3845,3015268,2019,73468,1275
17/11/2020,Chile,Santiago de Chile,301575,10157,7460708,2020,40422,1361
17/11/2020,Ecuador,Quito,60079,1932,2011388,2020,29869,961
17/11/2020,Ecuador,Guayaquil,16135,2403,2011388,2020,8022,1195
17/11/2020,México,Ciudad de México,180621,12707,8985339,2015,20102,1414
17/11/2020,Perú,Lima,361866,14244,9485405,2017,38150,1502
17/11/2020,Uruguay,Montevideo,2490,47,1351162,2020,1843,35
17/11/2020,Brasil,Sao Paulo,334733,14067,12252023,2017,27321,1148
17/11/2020,Estados Unidos,Miami,205536,3723,2761581,2018,74427,1348
17/11/2020,Estados Unidos,New York,285275,24130,8398748,2018,33966,2873
17/11/2020,España,Madrid,336384,11158,3266126,2020,102992,3416
18/11/2020,Colombia,Bogotá,351876,8175,7743955,2020,45439,1056
18/11/2020,Argentina,Buenos Aires,273341,7129,3075646,2020,88873,2318
18/11/2020,Brasil,Brasilia,222282,3852,3015268,2019,73719,1277
18/11/2020,Chile,Santiago de Chile,301884,10173,7460708,2020,40463,1364
18/11/2020,Ecuador,Quito,60079,1932,2011388,2020,29869,961
18/11/2020,Ecuador,Guayaquil,16135,2403,2011388,2020,8022,1195
18/11/2020,México,Ciudad de México,181913,12769,8985339,2015,20246,1421
18/11/2020,Perú,Lima,361866,14244,9485405,2017,38150,1502
18/11/2020,Uruguay,Montevideo,2536,47,1351162,2020,1877,35
18/11/2020,Brasil,Sao Paulo,336703,14101,12252023,2017,27481,1151
18/11/2020,Estados Unidos,Miami,207221,3731,2761581,2018,75037,1351
18/11/2020,Estados Unidos,New York,287022,24147,8398748,2018,34174,2875
18/11/2020,España,Madrid,337999,11181,3266126,2020,103486,3423
19/11/2020,Colombia,Bogotá,353793,8206,7743955,2020,45686,1060
19/11/2020,Argentina,Buenos Aires,273662,7138,3075646,2020,88977,2321
19/11/2020,Brasil,Brasilia,222282,3852,3015268,2019,73719,1277
19/11/2020,Chile,Santiago de Chile,302198,10191,7460708,2020,40505,1366
19/11/2020,Ecuador,Quito,60079,1932,2011388,2020,29869,961
19/11/2020,Ecuador,Guayaquil,16135,2403,2011388,2020,8022,1195
19/11/2020,México,Ciudad de México,183253,12836,8985339,2015,20395,1429
19/11/2020,Perú,Lima,363554,14302,9485405,2017,38328,1508
19/11/2020,Uruguay,Montevideo,2583,47,1351162,2020,1912,35
19/11/2020,Brasil,Sao Paulo,336703,14101,12252023,2017,27481,1151
19/11/2020,Estados Unidos,Miami,211257,3746,2761581,2018,76499,1356
19/11/2020,Estados Unidos,New York,288869,24170,8398748,2018,34394,2878
19/11/2020,España,Madrid,339405,11201,3266126,2020,103917,3429
20/11/2020,Colombia,Bogotá,355714,8228,7743955,2020,45934,1063
20/11/2020,Argentina,Buenos Aires,274936,7180,3075646,2020,89391,2334
20/11/2020,Brasil,Brasilia,222836,3857,3015268,2019,73903,1279
20/11/2020,Chile,Santiago de Chile,302540,10202,7460708,2020,40551,1367
20/11/2020,Ecuador,Quito,60079,1932,2011388,2020,29869,961
20/11/2020,Ecuador,Guayaquil,16135,2403,2011388,2020,8022,1195
20/11/2020,México,Ciudad de México,184636,12910,8985339,2015,20549,1437
20/11/2020,Perú,Lima,363554,14302,9485405,2017,38328,1508
20/11/2020,Uruguay,Montevideo,2623,47,1351162,2020,1941,35
20/11/2020,Brasil,Sao Paulo,338989,14140,12252023,2017,27668,1154
20/11/2020,Estados Unidos,Miami,211257,3746,2761581,2018,76499,1356
20/11/2020,Estados Unidos,New York,290890,24182,8398748,2018,34635,2879
20/11/2020,España,Madrid,339405,11201,3266126,2020,103917,3429
21/11/2020,Colombia,Bogotá,356618,8262,7743955,2020,46051,1067
21/11/2020,Argentina,Buenos Aires,275601,7186,3075646,2020,89608,2336
21/11/2020,Brasil,Brasilia,223378,3862,3015268,2019,74082,1281
21/11/2020,Chile,Santiago de Chile,302827,10215,7460708,2020,40590,1369
21/11/2020,Ecuador,Quito,60079,1932,2011388,2020,29869,961
21/11/2020,Ecuador,Guayaquil,16135,2403,2011388,2020,8022,1195
21/11/2020,México,Ciudad de México,184636,12910,8985339,2015,20549,1437
21/11/2020,Perú,Lima,364167,14318,9485405,2017,38392,1509
21/11/2020,Uruguay,Montevideo,2660,47,1351162,2020,1969,35
21/11/2020,Brasil,Sao Paulo,340537,14169,12252023,2017,27794,1156
21/11/2020,Estados Unidos,Miami,213197,3753,2761581,2018,77201,1359
21/11/2020,Estados Unidos,New York,294765,24189,8398748,2018,35096,2880
21/11/2020,España,Madrid,339405,11201,3266126,2020,103917,3429
22/11/2020,Colombia,Bogotá,359210,8285,7743955,2020,46386,1070
22/11/2020,Argentina,Buenos Aires,275977,7192,3075646,2020,89730,2338
22/11/2020,Brasil,Brasilia,223658,3867,3015268,2019,74175,1282
22/11/2020,Chile,Santiago de Chile,303145,10228,7460708,2020,40632,1371
22/11/2020,Ecuador,Quito,61491,1951,2011388,2020,30571,970
22/11/2020,Ecuador,Guayaquil,16369,2404,2011388,2020,8138,1195
22/11/2020,México,Ciudad de México,187229,12988,8985339,2015,20837,1445
22/11/2020,Perú,Lima,364167,14318,9485405,2017,38392,1509
22/11/2020,Uruguay,Montevideo,2752,48,1351162,2020,2037,36
22/11/2020,Brasil,Sao Paulo,341035,14175,12252023,2017,27835,1157
22/11/2020,Estados Unidos,Miami,214943,3766,2761581,2018,77833,1364
22/11/2020,Estados Unidos,New York,294765,24200,8398748,2018,35096,2881
22/11/2020,España,Madrid,341790,11211,3266126,2020,104647,3433
23/11/2020,Colombia,Bogotá,359916,8327,7743955,2020,46477,1075
23/11/2020,Argentina,Buenos Aires,276369,7198,3075646,2020,89857,2340
23/11/2020,Brasil,Brasilia,224517,3882,3015268,2019,74460,1287
23/11/2020,Chile,Santiago de Chile,303349,10247,7460708,2020,40660,1373
23/11/2020,Ecuador,Quito,61491,1951,2011388,2020,30571,970
23/11/2020,Ecuador,Guayaquil,16369,2404,2011388,2020,8138,1195
23/11/2020,México,Ciudad de México,188343,13032,8985339,2015,20961,1450
23/11/2020,Perú,Lima,365250,14370,9485405,2017,38507,1515
23/11/2020,Uruguay,Montevideo,2782,48,1351162,2020,2059,36
23/11/2020,Brasil,Sao Paulo,341340,14179,12252023,2017,27860,1157
23/11/2020,Estados Unidos,Miami,216442,3782,2761581,2018,78376,1370
23/11/2020,Estados Unidos,New York,296547,24203,8398748,2018,35308,2882
23/11/2020,España,Madrid,342931,11250,3266126,2020,104996,3444
24/11/2020,Colombia,Bogotá,362221,8361,7743955,2020,46775,1080
24/11/2020,Argentina,Buenos Aires,276892,7228,3075646,2020,90027,2350
24/11/2020,Brasil,Brasilia,225013,3898,3015268,2019,74625,1293
24/11/2020,Chile,Santiago de Chile,303588,10254,7460708,2020,40692,1374
24/11/2020,Ecuador,Quito,61491,1951,2011388,2020,30571,970
24/11/2020,Ecuador,Guayaquil,16369,2404,2011388,2020,8138,1195
24/11/2020,México,Ciudad de México,191201,13131,8985339,2015,21279,1461
24/11/2020,Perú,Lima,365250,14370,9485405,2017,38507,1515
24/11/2020,Uruguay,Montevideo,2842,48,1351162,2020,2103,36
24/11/2020,Brasil,Sao Paulo,342822,14216,12252023,2017,27981,1160
24/11/2020,Estados Unidos,Miami,220414,3792,2761581,2018,79814,1373
24/11/2020,Estados Unidos,New York,300191,24213,8398748,2018,35742,2883
24/11/2020,España,Madrid,344246,11279,3266126,2020,105399,3453
25/11/2020,Colombia,Bogotá,364377,8392,7743955,2020,47053,1084
25/11/2020,Argentina,Buenos Aires,277540,7244,3075646,2020,90238,2355
25/11/2020,Brasil,Brasilia,226697,3910,3015268,2019,75183,1297
25/11/2020,Chile,Santiago de Chile,303852,10278,7460708,2020,40727,1378
25/11/2020,Ecuador,Quito,62293,1957,2011388,2020,30970,973
25/11/2020,Ecuador,Guayaquil,16524,2408,2011388,2020,8215,1197
25/11/2020,México,Ciudad de México,193819,13235,8985339,2015,21571,1473
25/11/2020,Perú,Lima,365250,14370,9485405,2017,38507,1515
25/11/2020,Uruguay,Montevideo,2842,48,1351162,2020,2103,36
25/11/2020,Brasil,Sao Paulo,346655,14308,12252023,2017,28294,1168
25/11/2020,Estados Unidos,Miami,220414,3792,2761581,2018,79814,1373
25/11/2020,Estados Unidos,New York,302522,24217,8398748,2018,36020,2883
25/11/2020,España,Madrid,345469,11349,3266126,2020,105773,3475
26/11/2020,Colombia,Bogotá,367150,8421,7743955,2020,47411,1087
26/11/2020,Argentina,Buenos Aires,278242,7268,3075646,2020,90466,2363
26/11/2020,Brasil,Brasilia,226697,3910,3015268,2019,75183,1297
26/11/2020,Chile,Santiago de Chile,304181,10296,7460708,2020,40771,1380
26/11/2020,Ecuador,Quito,62293,1957,2011388,2020,30970,973
26/11/2020,Ecuador,Guayaquil,16524,2408,2011388,2020,8215,1197
26/11/2020,México,Ciudad de México,196028,13315,8985339,2015,21816,1482
26/11/2020,Perú,Lima,366064,14403,9485405,2017,38592,1518
26/11/2020,Uruguay,Montevideo,2976,49,1351162,2020,2203,36
26/11/2020,Brasil,Sao Paulo,346655,14308,12252023,2017,28294,1168
26/11/2020,Estados Unidos,Miami,224166,3799,2761581,2018,81173,1376
26/11/2020,Estados Unidos,New York,302522,24228,8398748,2018,36020,2885
26/11/2020,España,Madrid,346850,11352,3266126,2020,106196,3476
27/11/2020,Colombia,Bogotá,369722,8449,7743955,2020,47743,1091
27/11/2020,Argentina,Buenos Aires,278930,7287,3075646,2020,90690,2369
27/11/2020,Brasil,Brasilia,227581,3915,3015268,2019,75476,1298
27/11/2020,Chile,Santiago de Chile,304601,10308,7460708,2020,40827,1382
27/11/2020,Ecuador,Quito,62293,1957,2011388,2020,30970,973
27/11/2020,Ecuador,Guayaquil,16524,2408,2011388,2020,8215,1197
27/11/2020,México,Ciudad de México,196028,13315,8985339,2015,21816,1482
27/11/2020,Perú,Lima,366064,14411,9485405,2017,38592,1519
27/11/2020,Uruguay,Montevideo,3052,49,1351162,2020,2259,36
27/11/2020,Brasil,Sao Paulo,349033,14384,12252023,2017,28488,1174
27/11/2020,Estados Unidos,Miami,225632,3823,2761581,2018,81704,1384
27/11/2020,Estados Unidos,New York,307188,24236,8398748,2018,36575,2886
27/11/2020,España,Madrid,346850,11352,3266126,2020,106196,3476
28/11/2020,Colombia,Bogotá,372174,8477,7743955,2020,48060,1095
28/11/2020,Argentina,Buenos Aires,279449,7306,3075646,2020,90859,2375
28/11/2020,Brasil,Brasilia,228702,3925,3015268,2019,75848,1302
28/11/2020,Chile,Santiago de Chile,304916,10322,7460708,2020,40870,1384
28/11/2020,Ecuador,Quito,62293,1957,2011388,2020,30970,973
28/11/2020,Ecuador,Guayaquil,16524,2408,2011388,2020,8215,1197
28/11/2020,México,Ciudad de México,204448,13482,8985339,2015,22754,1500
28/11/2020,Perú,Lima,367096,14475,9485405,2017,38701,1526
28/11/2020,Uruguay,Montevideo,3201,49,1351162,2020,2369,36
28/11/2020,Brasil,Sao Paulo,349622,14394,12252023,2017,28536,1175
28/11/2020,Estados Unidos,Miami,227656,3834,2761581,2018,82437,1388
28/11/2020,Estados Unidos,New York,307188,24236,8398748,2018,36575,2886
28/11/2020,España,Madrid,346850,11352,3266126,2020,106196,3476
29/11/2020,Colombia,Bogotá,374077,8505,7743955,2020,48306,1098
29/11/2020,Argentina,Buenos Aires,279796,7313,3075646,2020,90971,2378
29/11/2020,Brasil,Brasilia,229146,3930,3015268,2019,75995,1303
29/11/2020,Chile,Santiago de Chile,305218,10342,7460708,2020,40910,1386
29/11/2020,Ecuador,Quito,63820,2016,2011388,2020,31729,1002
29/11/2020,Ecuador,Guayaquil,16790,2409,2011388,2020,8347,1198
29/11/2020,México,Ciudad de México,206204,13509,8985339,2015,22949,1503
29/11/2020,Perú,Lima,368065,14467,9485405,2017,38803,1525
29/11/2020,Uruguay,Montevideo,3341,49,1351162,2020,2473,36
29/11/2020,Brasil,Sao Paulo,349912,14401,12252023,2017,28560,1175
29/11/2020,Estados Unidos,Miami,229618,3835,2761581,2018,83147,1389
29/11/2020,Estados Unidos,New York,311979,24246,8398748,2018,37146,2887
29/11/2020,España,Madrid,348959,11359,3266126,2020,106842,3478
30/11/2020,Colombia,Bogotá,375315,8536,7743955,2020,48466,1102
30/11/2020,Argentina,Buenos Aires,280346,7331,3075646,2020,91150,2384
30/11/2020,Brasil,Brasilia,229146,3930,3015268,2019,75995,1303
30/11/2020,Chile,Santiago de Chile,305412,10356,7460708,2020,40936,1388
30/11/2020,Ecuador,Quito,63820,2016,2011388,2020,31729,1002
30/11/2020,Ecuador,Guayaquil,16790,2409,2011388,2020,8347,1198
30/11/2020,México,Ciudad de México,207699,13558,8985339,2015,23115,1509
30/11/2020,Perú,Lima,368559,14487,9485405,2017,38855,1527
30/11/2020,Uruguay,Montevideo,3449,50,1351162,2020,2553,37
30/11/2020,Brasil,Sao Paulo,349912,14401,12252023,2017,28560,1175
30/11/2020,Estados Unidos,Miami,229618,3835,2761581,2018,83147,1389
30/11/2020,Estados Unidos,New York,311979,24252,8398748,2018,37146,2888
30/11/2020,España,Madrid,350319,11369,3266126,2020,107258,3481
1/12/2020,Colombia,Bogotá,377229,8570,7743955,2020,48713,1107
1/12/2020,Argentina,Buenos Aires,281139,7347,3075646,2020,91408,2389
1/12/2020,Brasil,Brasilia,230122,3939,3015268,2019,76319,1306
1/12/2020,Chile,Santiago de Chile,305689,10364,7460708,2020,40973,1389
1/12/2020,Ecuador,Quito,64777,2063,2011388,2020,32205,1026
1/12/2020,Ecuador,Guayaquil,17253,2410,2011388,2020,8578,1198
1/12/2020,México,Ciudad de México,211007,13638,8985339,2015,23483,1518
1/12/2020,Perú,Lima,368971,14487,9485405,2017,38899,1527
1/12/2020,Uruguay,Montevideo,3545,50,1351162,2020,2624,37
1/12/2020,Brasil,Sao Paulo,352144,14470,12252023,2017,28742,1181
1/12/2020,Estados Unidos,Miami,231761,3839,2761581,2018,83923,1390
1/12/2020,Estados Unidos,New York,314548,24262,8398748,2018,37452,2889
1/12/2020,España,Madrid,351616,11380,3266126,2020,107655,3484
2/12/2020,Colombia,Bogotá,379902,8600,7743955,2020,49058,1111
2/12/2020,Argentina,Buenos Aires,281715,7365,3075646,2020,91595,2395
2/12/2020,Brasil,Brasilia,231426,3962,3015268,2019,76751,1314
2/12/2020,Chile,Santiago de Chile,305995,10381,7460708,2020,41014,1391
2/12/2020,Ecuador,Quito,64777,2063,2011388,2020,32205,1026
2/12/2020,Ecuador,Guayaquil,17253,2410,2011388,2020,8578,1198
2/12/2020,México,Ciudad de México,215006,13746,8985339,2015,23929,1530
2/12/2020,Perú,Lima,368971,14487,9485405,2017,38899,1527
2/12/2020,Uruguay,Montevideo,3680,51,1351162,2020,2724,38
2/12/2020,Brasil,Sao Paulo,356278,14602,12252023,2017,29079,1192
2/12/2020,Estados Unidos,Miami,236308,3868,2761581,2018,85570,1401
2/12/2020,Estados Unidos,New York,317746,24274,8398748,2018,37833,2890
2/12/2020,España,Madrid,353011,11413,3266126,2020,108082,3494
3/12/2020,Colombia,Bogotá,382704,8634,7743955,2020,49420,1115
3/12/2020,Argentina,Buenos Aires,281715,7365,3075646,2020,91595,2395
3/12/2020,Brasil,Brasilia,232781,3968,3015268,2019,77201,1316
3/12/2020,Chile,Santiago de Chile,306462,10395,7460708,2020,41077,1393
3/12/2020,Ecuador,Quito,64777,2063,2011388,2020,32205,1026
3/12/2020,Ecuador,Guayaquil,17253,2410,2011388,2020,8578,1198
3/12/2020,México,Ciudad de México,219465,13814,8985339,2015,24425,1537
3/12/2020,Perú,Lima,368971,14508,9485405,2017,38899,1530
3/12/2020,Uruguay,Montevideo,3837,51,1351162,2020,2840,38
3/12/2020,Brasil,Sao Paulo,358390,14637,12252023,2017,29251,1195
3/12/2020,Estados Unidos,Miami,238813,3888,2761581,2018,86477,1408
3/12/2020,Estados Unidos,New York,321053,24290,8398748,2018,38226,2892
3/12/2020,España,Madrid,354326,11426,3266126,2020,108485,3498
4/12/2020,Colombia,Bogotá,384260,8656,7743955,2020,49621,1118
4/12/2020,Argentina,Buenos Aires,282850,7388,3075646,2020,91964,2402
4/12/2020,Brasil,Brasilia,233376,3978,3015268,2019,77398,1319
4/12/2020,Chile,Santiago de Chile,306862,10407,7460708,2020,41130,1395
4/12/2020,Ecuador,Quito,64777,2063,2011388,2020,32205,1026
4/12/2020,Ecuador,Guayaquil,17253,2410,2011388,2020,8578,1198
4/12/2020,México,Ciudad de México,224291,13911,8985339,2015,24962,1548
4/12/2020,Perú,Lima,370464,14564,9485405,2017,39056,1535
4/12/2020,Uruguay,Montevideo,4165,51,1351162,2020,3083,38
4/12/2020,Brasil,Sao Paulo,360539,14693,12252023,2017,29427,1199
4/12/2020,Estados Unidos,Miami,241051,3896,2761581,2018,87287,1411
4/12/2020,Estados Unidos,New York,327879,24316,8398748,2018,39039,2895
4/12/2020,España,Madrid,354326,11426,3266126,2020,108485,3498
5/12/2020,Colombia,Bogotá,387418,8681,7743955,2020,50028,1121
5/12/2020,Argentina,Buenos Aires,283300,7399,3075646,2020,92111,2406
5/12/2020,Brasil,Brasilia,233376,3978,3015268,2019,77398,1319
5/12/2020,Chile,Santiago de Chile,307311,10424,7460708,2020,41191,1397
5/12/2020,Ecuador,Quito,64777,2063,2011388,2020,32205,1026
5/12/2020,Ecuador,Guayaquil,17253,2410,2011388,2020,8578,1198
5/12/2020,México,Ciudad de México,229418,13988,8985339,2015,25532,1557
5/12/2020,Perú,Lima,370464,14564,9485405,2017,39056,1535
5/12/2020,Uruguay,Montevideo,4165,51,1351162,2020,3083,38
5/12/2020,Brasil,Sao Paulo,360539,14693,12252023,2017,29427,1199
5/12/2020,Estados Unidos,Miami,243050,3913,2761581,2018,88011,1417
5/12/2020,Estados Unidos,New York,331006,24328,8398748,2018,39411,2897
5/12/2020,España,Madrid,354326,11426,3266126,2020,108485,3498
6/12/2020,Colombia,Bogotá,389136,8721,7743955,2020,50250,1126
6/12/2020,Argentina,Buenos Aires,283642,7407,3075646,2020,92222,2408
6/12/2020,Brasil,Brasilia,234376,4001,3015268,2019,77730,1327
6/12/2020,Chile,Santiago de Chile,307625,10439,7460708,2020,41233,1399
6/12/2020,Ecuador,Quito,64777,2063,2011388,2020,32205,1026
6/12/2020,Ecuador,Guayaquil,17253,2410,2011388,2020,8578,1198
6/12/2020,México,Ciudad de México,232009,14021,8985339,2015,25821,1560
6/12/2020,Perú,Lima,370464,14564,9485405,2017,39056,1535
6/12/2020,Uruguay,Montevideo,4554,52,1351162,2020,3370,38
6/12/2020,Brasil,Sao Paulo,361450,14705,12252023,2017,29501,1200
6/12/2020,Estados Unidos,Miami,245064,3934,2761581,2018,88740,1425
6/12/2020,Estados Unidos,New York,333771,24337,8398748,2018,39741,2898
6/12/2020,España,Madrid,356659,11445,3266126,2020,109199,3504
7/12/2020,Colombia,Bogotá,390902,8744,7743955,2020,50478,1129
7/12/2020,Argentina,Buenos Aires,283920,7415,3075646,2020,92312,2411
7/12/2020,Brasil,Brasilia,235480,4011,3015268,2019,78096,1330
7/12/2020,Chile,Santiago de Chile,307966,10452,7460708,2020,41278,1401
7/12/2020,Ecuador,Quito,65400,2078,2011388,2020,32515,1033
7/12/2020,Ecuador,Guayaquil,17834,2473,2011388,2020,8867,1229
7/12/2020,México,Ciudad de México,233577,14096,8985339,2015,25995,1569
7/12/2020,Perú,Lima,371935,14616,9485405,2017,39211,1541
7/12/2020,Uruguay,Montevideo,4554,52,1351162,2020,3370,38
7/12/2020,Brasil,Sao Paulo,363495,14761,12252023,2017,29668,1205
7/12/2020,Estados Unidos,Miami,246915,3926,2761581,2018,89411,1422
7/12/2020,Estados Unidos,New York,333771,24358,8398748,2018,39741,2900
7/12/2020,España,Madrid,356659,11445,3266126,2020,109199,3504
8/12/2020,Colombia,Bogotá,393583,8770,7743955,2020,50825,1132
