Comparativo Ciudades,,,,,,,,
,,,,,,,,
Fecha,País,Ciudad,Casos confirmados acumulad,Fallecidos,Población (millones),Año población,Casos millón hab,Fallecidos millón hab
3/09/2020,México,Ciudad de México,102938,8631,8985339,2015,11456,961
3/09/2020,Perú,Lima,279628,11780,9485405,2017,29480,1242
3/09/2020,Uruguay,Montevideo,1007,28,1351162,2020,745,21
3/09/2020,Brasil,Sao Paulo,266232,11666,12252023,2017,21730,952
3/09/2020,Estados Unidos,Miami,160469,2632,2761581,2018,58108,953
3/09/2020,Estados Unidos,New York,310176,26813,8398748,2018,36931,3192
3/09/2020,España,Madrid,136901,8728,3266126,2020,41915,2672
4/09/2020,Colombia,Bogotá,221738,5112,7743955,2020,28634,660
4/09/2020,Argentina,Buenos Aires,166907,3250,3075646,2020,54267,1057
4/09/2020,Brasil,Brasilia,168605,2700,3015268,2019,55917,895
4/09/2020,Chile,Santiago de Chile,276282,8671,7460708,2020,37032,1162
4/09/2020,Ecuador,Quito,22281,1019,2011388,2020,11077,507
4/09/2020,Ecuador,Guayaquil,12912,2343,2011388,2020,6419,1165
4/09/2020,México,Ciudad de México,22281,1019,8985339,2015,2480,113
4/09/2020,Perú,Lima,282311,11848,9485405,2017,29763,1249
4/09/2020,Uruguay,Montevideo,1023,28,1351162,2020,757,21
4/09/2020,Brasil,Sao Paulo,266236,11666,12252023,2017,21730,952
4/09/2020,Estados Unidos,Miami,161018,2650,2761581,2018,58306,960
4/09/2020,Estados Unidos,New York,310176,26813,8398748,2018,36931,3192
4/09/2020,España,Madrid,136901,8728,3266126,2020,41915,2672
5/09/2020,Colombia,Bogotá,223522,5776,7743955,2020,28864,746
5/09/2020,Argentina,Buenos Aires,168874,3270,3075646,2020,54907,1063
5/09/2020,Brasil,Brasilia,169617,2710,3015268,2019,56253,899
5/09/2020,Chile,Santiago de Chile,276900,8693,7460708,2020,37114,1165
5/09/2020,Ecuador,Quito,22281,1019,2011388,2020,11077,507
5/09/2020,Ecuador,Guayaquil,12912,2343,2011388,2020,6419,1165
5/09/2020,México,Ciudad de México,104255,8663,8985339,2015,11603,964
5/09/2020,Perú,Lima,283859,11913,9485405,2017,29926,1256
5/09/2020,Uruguay,Montevideo,1033,28,1351162,2020,765,21
5/09/2020,Brasil,Sao Paulo,267767,11731,12252023,2017,21855,957
5/09/2020,Estados Unidos,Miami,161363,2655,2761581,2018,58431,961
5/09/2020,Estados Unidos,New York,310176,26813,8398748,2018,36931,3192
5/09/2020,España,Madrid,136901,8728,3266126,2020,41915,2672
6/09/2020,Colombia,Bogotá,225947,5825,7743955,2020,29177,752
6/09/2020,Argentina,Buenos Aires,170342,3286,3075646,2020,55384,1068
6/09/2020,Brasil,Brasilia,170806,2720,3015268,2019,56647,902
6/09/2020,Chile,Santiago de Chile,277374,8719,7460708,2020,37178,1169
6/09/2020,Ecuador,Quito,22281,1019,2011388,2020,11077,507
6/09/2020,Ecuador,Guayaquil,12912,2343,2011388,2020,6419,1165
6/09/2020,México,Ciudad de México,105610,8725,8985339,2015,11754,971
6/09/2020,Perú,Lima,284647,11966,9485405,2017,30009,1262
6/09/2020,Uruguay,Montevideo,1042,28,1351162,2020,771,21
6/09/2020,Brasil,Sao Paulo,267926,11735,12252023,2017,21868,958
6/09/2020,Estados Unidos,Miami,161637,2658,2761581,2018,58531,962
6/09/2020,Estados Unidos,New York,310176,26813,8398748,2018,36931,3192
6/09/2020,España,Madrid,146341,8748,3266126,2020,44806,2678
7/09/2020,Colombia,Bogotá,227979,5865,7743955,2020,29440,757
7/09/2020,Argentina,Buenos Aires,172678,3383,3075646,2020,56144,1100
7/09/2020,Brasil,Brasilia,171739,2763,3015268,2019,56956,916
7/09/2020,Chile,Santiago de Chile,277726,8741,7460708,2020,37225,1172
7/09/2020,Ecuador,Quito,22281,1019,2011388,2020,11077,507
7/09/2020,Ecuador,Guayaquil,12912,2343,2011388,2020,6419,1165
7/09/2020,México,Ciudad de México,105610,8725,8985339,2015,11754,971
7/09/2020,Perú,Lima,286615,12032,9485405,2017,30216,1268
7/09/2020,Uruguay,Montevideo,1055,28,1351162,2020,781,21
7/09/2020,Brasil,Sao Paulo,268347,11740,12252023,2017,21902,958
7/09/2020,Estados Unidos,Miami,162026,2666,2761581,2018,58671,965
7/09/2020,Estados Unidos,New York,310176,26813,8398748,2018,36931,3192
7/09/2020,España,Madrid,149262,8780,3266126,2020,45700,2688
8/09/2020,Colombia,Bogotá,230120,5933,7743955,2020,29716,766
8/09/2020,Argentina,Buenos Aires,175312,3433,3075646,2020,57000,1116
8/09/2020,Brasil,Brasilia,172708,2813,3015268,2019,57278,933
8/09/2020,Chile,Santiago de Chile,278241,8761,7460708,2020,37294,1174
8/09/2020,Ecuador,Quito,22281,1019,2011388,2020,11077,507
8/09/2020,Ecuador,Guayaquil,12912,2343,2011388,2020,6419,1165
8/09/2020,México,Ciudad de México,106769,8789,8985339,2015,11883,978
8/09/2020,Perú,Lima,288460,12090,9485405,2017,30411,1275
8/09/2020,Uruguay,Montevideo,1080,28,1351162,2020,799,21
8/09/2020,Brasil,Sao Paulo,270000,11856,12252023,2017,22037,968
8/09/2020,Estados Unidos,Miami,162433,2740,2761581,2018,58819,992
8/09/2020,Estados Unidos,New York,236647,23720,8398748,2018,28176,2824
8/09/2020,España,Madrid,162433,2740,3266126,2020,49733,839
9/09/2020,Colombia,Bogotá,232408,5990,7743955,2020,30012,774
9/09/2020,Argentina,Buenos Aires,177825,3498,3075646,2020,57817,1137
9/09/2020,Brasil,Brasilia,173631,2843,3015268,2019,57584,943
9/09/2020,Chile,Santiago de Chile,278713,8791,7460708,2020,37357,1178
9/09/2020,Ecuador,Quito,22281,1019,2011388,2020,11077,507
9/09/2020,Ecuador,Guayaquil,12912,2343,2011388,2020,6419,1165
9/09/2020,México,Ciudad de México,107613,8847,8985339,2015,11977,985
9/09/2020,Perú,Lima,290533,12138,9485405,2017,30629,1280
9/09/2020,Uruguay,Montevideo,1090,28,1351162,2020,807,21
9/09/2020,Brasil,Sao Paulo,271505,11933,12252023,2017,22160,974
9/09/2020,Estados Unidos,Miami,162894,2789,2761581,2018,58986,1010
9/09/2020,Estados Unidos,New York,236983,23723,8398748,2018,28216,2825
9/09/2020,España,Madrid,156026,8817,3266126,2020,47771,2700
10/09/2020,Colombia,Bogotá,234514,6033,7743955,2020,30283,779
10/09/2020,Argentina,Buenos Aires,180406,3565,3075646,2020,58656,1159
10/09/2020,Brasil,Brasilia,174549,2867,3015268,2019,57888,951
10/09/2020,Chile,Santiago de Chile,279129,8818,7460708,2020,37413,1182
10/09/2020,Ecuador,Quito,22281,1019,2011388,2020,11077,507
10/09/2020,Ecuador,Guayaquil,12912,2343,2011388,2020,6419,1165
10/09/2020,México,Ciudad de México,109806,8913,8985339,2015,12221,992
10/09/2020,Perú,Lima,291759,12200,9485405,2017,30759,1286
10/09/2020,Uruguay,Montevideo,1099,28,1351162,2020,813,21
10/09/2020,Brasil,Sao Paulo,272857,12003,12252023,2017,22270,980
10/09/2020,Estados Unidos,Miami,163375,2836,2761581,2018,59160,1027
10/09/2020,Estados Unidos,New York,237252,23724,8398748,2018,28248,2825
10/09/2020,España,Madrid,160221,8818,3266126,2020,49055,2700
11/09/2020,Colombia,Bogotá,236313,6086,7743955,2020,30516,786
11/09/2020,Argentina,Buenos Aires,182791,3641,3075646,2020,59432,1184
11/09/2020,Brasil,Brasilia,175646,2883,3015268,2019,58252,956
11/09/2020,Chile,Santiago de Chile,279672,8838,7460708,2020,37486,1185
11/09/2020,Ecuador,Quito,22281,1019,2011388,2020,11077,507
11/09/2020,Ecuador,Guayaquil,12912,2343,2011388,2020,6419,1165
11/09/2020,México,Ciudad de México,109806,8913,8985339,2015,12221,992
11/09/2020,Perú,Lima,295453,12255,9485405,2017,31148,1292
11/09/2020,Uruguay,Montevideo,1102,28,1351162,2020,816,21
11/09/2020,Brasil,Sao Paulo,274173,12048,12252023,2017,22378,983
11/09/2020,Estados Unidos,Miami,163790,2882,2761581,2018,59310,1044
11/09/2020,Estados Unidos,New York,237802,23728,8398748,2018,28314,2825
11/09/2020,España,Madrid,160221,8818,3266126,2020,49055,2700
12/09/2020,Colombia,Bogotá,238334,6132,7743955,2020,30777,792
12/09/2020,Argentina,Buenos Aires,184742,3669,3075646,2020,60066,1193
12/09/2020,Brasil,Brasilia,176837,2899,3015268,2019,58647,961
12/09/2020,Chile,Santiago de Chile,280152,8863,7460708,2020,37550,1188
12/09/2020,Ecuador,Quito,22281,1019,2011388,2020,11077,507
12/09/2020,Ecuador,Guayaquil,12912,2343,2011388,2020,6419,1165
12/09/2020,México,Ciudad de México,111443,8971,8985339,2015,12403,998
12/09/2020,Perú,Lima,297293,12302,9485405,2017,31342,1297
12/09/2020,Uruguay,Montevideo,1121,28,1351162,2020,830,21
12/09/2020,Brasil,Sao Paulo,274467,12057,12252023,2017,22402,984
12/09/2020,Estados Unidos,Miami,164086,2882,2761581,2018,59417,1044
12/09/2020,Estados Unidos,New York,237802,23728,8398748,2018,28314,2825
12/09/2020,España,Madrid,171085,8843,3266126,2020,52382,2707
13/09/2020,Colombia,Bogotá,240287,6178,7743955,2020,31029,798
13/09/2020,Argentina,Buenos Aires,186311,3692,3075646,2020,60576,1200
13/09/2020,Brasil,Brasilia,177921,2930,3015268,2019,59007,972
13/09/2020,Chile,Santiago de Chile,280615,8893,7460708,2020,37612,1192
13/09/2020,Ecuador,Quito,22281,1019,2011388,2020,11077,507
13/09/2020,Ecuador,Guayaquil,12912,2343,2011388,2020,6419,1165
13/09/2020,México,Ciudad de México,111443,8971,8985339,2015,12403,998
13/09/2020,Perú,Lima,298127,12349,9485405,2017,31430,1302
13/09/2020,Uruguay,Montevideo,1127,28,1351162,2020,834,21
13/09/2020,Brasil,Sao Paulo,274740,12068,12252023,2017,22424,985
13/09/2020,Estados Unidos,Miami,164299,2894,2761581,2018,59495,1048
13/09/2020,Estados Unidos,New York,238067,23735,8398748,2018,28346,2826
13/09/2020,España,Madrid,171085,8843,3266126,2020,52382,2707
14/09/2020,Colombia,Bogotá,242007,6229,7743955,2020,31251,804
14/09/2020,Argentina,Buenos Aires,188394,3775,3075646,2020,61253,1227
14/09/2020,Brasil,Brasilia,178747,2970,3015268,2019,59281,985
14/09/2020,Chile,Santiago de Chile,280938,8914,7460708,2020,37656,1195
14/09/2020,Ecuador,Quito,22281,1019,2011388,2020,11077,507
14/09/2020,Ecuador,Guayaquil,12912,2343,2011388,2020,6419,1165
14/09/2020,México,Ciudad de México,111897,9002,8985339,2015,12453,1002
14/09/2020,Perú,Lima,299758,12403,9485405,2017,31602,1308
14/09/2020,Uruguay,Montevideo,1129,28,1351162,2020,836,21
14/09/2020,Brasil,Sao Paulo,276241,12128,12252023,2017,22547,990
14/09/2020,Estados Unidos,Miami,164688,2923,2761581,2018,59635,1058
14/09/2020,Estados Unidos,New York,238373,23740,8398748,2018,28382,2827
14/09/2020,España,Madrid,174680,8925,3266126,2020,53482,2733
15/09/2020,Colombia,Bogotá,243456,6266,7743955,2020,31438,809
15/09/2020,Argentina,Buenos Aires,190563,3814,3075646,2020,61959,1240
15/09/2020,Brasil,Brasilia,179823,3000,3015268,2019,59637,995
15/09/2020,Chile,Santiago de Chile,281280,8932,7460708,2020,37702,1197
15/09/2020,Ecuador,Quito,26766,1330,2011388,2020,13307,661
15/09/2020,Ecuador,Guayaquil,13593,2349,2011388,2020,6758,1168
15/09/2020,México,Ciudad de México,114268,9087,8985339,2015,12717,1011
15/09/2020,Perú,Lima,301318,12460,9485405,2017,31766,1314
15/09/2020,Uruguay,Montevideo,1146,28,1351162,2020,848,21
15/09/2020,Brasil,Sao Paulo,277683,12213,12252023,2017,22664,997
15/09/2020,Estados Unidos,Miami,165147,2955,2761581,2018,59802,1070
15/09/2020,Estados Unidos,New York,238625,23745,8398748,2018,28412,2827
15/09/2020,España,Madrid,178118,8955,3266126,2020,54535,2742
16/09/2020,Colombia,Bogotá,244940,6303,7743955,2020,31630,814
16/09/2020,Argentina,Buenos Aires,192491,3873,3075646,2020,62586,1259
16/09/2020,Brasil,Brasilia,180844,3022,3015268,2019,59976,1002
16/09/2020,Chile,Santiago de Chile,281734,8946,7460708,2020,37762,1199
16/09/2020,Ecuador,Quito,26766,1330,2011388,2020,13307,661
16/09/2020,Ecuador,Guayaquil,13593,2349,2011388,2020,6758,1168
16/09/2020,México,Ciudad de México,114268,9087,8985339,2015,12717,1011
16/09/2020,Perú,Lima,303012,12492,9485405,2017,31945,1317
16/09/2020,Uruguay,Montevideo,1152,29,1351162,2020,853,21
16/09/2020,Brasil,Sao Paulo,279193,12266,12252023,2017,22788,1001
16/09/2020,Estados Unidos,Miami,165697,2977,2761581,2018,60001,1078
16/09/2020,Estados Unidos,New York,238958,23750,8398748,2018,28452,2828
16/09/2020,España,Madrid,178118,8955,3266126,2020,54535,2742
17/09/2020,Colombia,Bogotá,247233,6335,7743955,2020,31926,818
17/09/2020,Argentina,Buenos Aires,194877,3911,3075646,2020,63361,1272
17/09/2020,Brasil,Brasilia,181919,3037,3015268,2019,60333,1007
17/09/2020,Chile,Santiago de Chile,282119,8974,7460708,2020,37814,1203
17/09/2020,Ecuador,Quito,26766,1330,2011388,2020,13307,661
17/09/2020,Ecuador,Guayaquil,13593,2349,2011388,2020,6758,1168
17/09/2020,México,Ciudad de México,115791,9189,8985339,2015,12887,1023
17/09/2020,Perú,Lima,305279,12562,9485405,2017,32184,1324
17/09/2020,Uruguay,Montevideo,1161,29,1351162,2020,859,21
17/09/2020,Brasil,Sao Paulo,279193,12266,12252023,2017,22788,1001
17/09/2020,Estados Unidos,Miami,165980,3027,2761581,2018,60103,1096
17/09/2020,Estados Unidos,New York,239306,23756,8398748,2018,28493,2829
17/09/2020,España,Madrid,187045,8999,3266126,2020,57268,2755
18/09/2020,Colombia,Bogotá,248694,6370,7743955,2020,32115,823
18/09/2020,Argentina,Buenos Aires,197085,3956,3075646,2020,64079,1286
18/09/2020,Brasil,Brasilia,183096,3048,3015268,2019,60723,1011
18/09/2020,Chile,Santiago de Chile,282535,8998,7460708,2020,37870,1206
18/09/2020,Ecuador,Quito,26766,1330,2011388,2020,13307,661
18/09/2020,Ecuador,Guayaquil,13593,2349,2011388,2020,6758,1168
18/09/2020,México,Ciudad de México,116943,9226,8985339,2015,13015,1027
18/09/2020,Perú,Lima,307282,12592,9485405,2017,32395,1328
18/09/2020,Uruguay,Montevideo,1167,29,1351162,2020,864,21
18/09/2020,Brasil,Sao Paulo,282217,12376,12252023,2017,23034,1010
18/09/2020,Estados Unidos,Miami,166516,3055,2761581,2018,60297,1106
18/09/2020,Estados Unidos,New York,239798,23755,8398748,2018,28552,2828
18/09/2020,España,Madrid,187045,8999,3266126,2020,57268,2755
19/09/2020,Colombia,Bogotá,250490,6408,7743955,2020,32347,827
19/09/2020,Argentina,Buenos Aires,198580,3974,3075646,2020,64565,1292
19/09/2020,Brasil,Brasilia,183749,3062,3015268,2019,60940,1015
19/09/2020,Chile,Santiago de Chile,282989,9008,7460708,2020,37931,1207
19/09/2020,Ecuador,Quito,26766,1330,2011388,2020,13307,661
19/09/2020,Ecuador,Guayaquil,13593,2349,2011388,2020,6758,1168
19/09/2020,México,Ciudad de México,117420,9247,8985339,2015,13068,1029
19/09/2020,Perú,Lima,309199,12677,9485405,2017,32597,1336
19/09/2020,Uruguay,Montevideo,1173,29,1351162,2020,868,21
19/09/2020,Brasil,Sao Paulo,282498,12380,12252023,2017,23057,1010
19/09/2020,Estados Unidos,Miami,166881,3055,2761581,2018,60430,1106
19/09/2020,Estados Unidos,New York,240196,23761,8398748,2018,28599,2829
19/09/2020,España,Madrid,187045,8999,3266126,2020,57268,2755
20/09/2020,Colombia,Bogotá,252319,6448,7743955,2020,32583,833
20/09/2020,Argentina,Buenos Aires,200013,3989,3075646,2020,65031,1297
20/09/2020,Brasil,Brasilia,184555,3097,3015268,2019,61207,1027
20/09/2020,Chile,Santiago de Chile,283189,9020,7460708,2020,37957,1209
20/09/2020,Ecuador,Quito,30557,1393,2011388,2020,15192,693
20/09/2020,Ecuador,Guayaquil,13830,2355,2011388,2020,6876,1171
20/09/2020,México,Ciudad de México,117808,9264,8985339,2015,13111,1031
20/09/2020,Perú,Lima,309851,12726,9485405,2017,32666,1342
20/09/2020,Uruguay,Montevideo,1174,29,1351162,2020,869,21
20/09/2020,Brasil,Sao Paulo,282726,12384,12252023,2017,23076,1011
20/09/2020,Estados Unidos,Miami,167153,3055,2761581,2018,60528,1106
20/09/2020,Estados Unidos,New York,240456,23763,8398748,2018,28630,2829
20/09/2020,España,Madrid,199036,9023,3266126,2020,60939,2763
21/09/2020,Colombia,Bogotá,254276,6481,7743955,2020,32835,837
21/09/2020,Argentina,Buenos Aires,201438,4036,3075646,2020,65495,1312
21/09/2020,Brasil,Brasilia,185348,3131,3015268,2019,61470,1038
21/09/2020,Chile,Santiago de Chile,283412,9041,7460708,2020,37987,1212
21/09/2020,Ecuador,Quito,31041,1407,2011388,2020,15433,700
21/09/2020,Ecuador,Guayaquil,13843,2356,2011388,2020,6882,1171
21/09/2020,México,Ciudad de México,118614,9324,8985339,2015,13201,1038
21/09/2020,Perú,Lima,311464,12781,9485405,2017,32836,1347
21/09/2020,Uruguay,Montevideo,1179,29,1351162,2020,873,21
21/09/2020,Brasil,Sao Paulo,284252,12428,12252023,2017,23200,1014
21/09/2020,Estados Unidos,Miami,167515,3085,2761581,2018,60659,1117
21/09/2020,Estados Unidos,New York,240807,23764,8398748,2018,28672,2829
21/09/2020,España,Madrid,202688,9129,3266126,2020,62058,2795
22/09/2020,Colombia,Bogotá,256116,6522,7743955,2020,33073,842
22/09/2020,Argentina,Buenos Aires,203388,4100,3075646,2020,66129,1333
22/09/2020,Brasil,Brasilia,186052,3148,3015268,2019,61703,1044
22/09/2020,Chile,Santiago de Chile,283748,9064,7460708,2020,38032,1215
22/09/2020,Ecuador,Quito,32543,1425,2011388,2020,16179,708
22/09/2020,Ecuador,Guayaquil,13873,2356,2011388,2020,6897,1171
22/09/2020,México,Ciudad de México,119866,9374,8985339,2015,13340,1043
22/09/2020,Perú,Lima,313128,12824,9485405,2017,33012,1352
22/09/2020,Uruguay,Montevideo,1184,30,1351162,2020,876,22
22/09/2020,Brasil,Sao Paulo,285475,12478,12252023,2017,23300,1018
22/09/2020,Estados Unidos,Miami,167880,3127,2761581,2018,60791,1132
22/09/2020,Estados Unidos,New York,241087,23764,8398748,2018,28705,2829
22/09/2020,España,Madrid,206418,9161,3266126,2020,63200,2805
23/09/2020,Colombia,Bogotá,257679,6568,7743955,2020,33275,848
23/09/2020,Argentina,Buenos Aires,205283,4149,3075646,2020,66745,1349
23/09/2020,Brasil,Brasilia,186945,3164,3015268,2019,61999,1049
23/09/2020,Chile,Santiago de Chile,284147,9096,7460708,2020,38086,1219
23/09/2020,Ecuador,Quito,33269,1456,2011388,2020,16540,724
23/09/2020,Ecuador,Guayaquil,13911,2356,2011388,2020,6916,1171
23/09/2020,México,Ciudad de México,121087,9421,8985339,2015,13476,1048
23/09/2020,Perú,Lima,315036,12855,9485405,2017,33213,1355
23/09/2020,Uruguay,Montevideo,1191,30,1351162,2020,881,22
23/09/2020,Brasil,Sao Paulo,286862,12504,12252023,2017,23413,1021
23/09/2020,Estados Unidos,Miami,168272,3163,2761581,2018,60933,1145
23/09/2020,Estados Unidos,New York,241511,23770,8398748,2018,28756,2830
23/09/2020,España,Madrid,210768,9190,3266126,2020,64531,2814
24/09/2020,Colombia,Bogotá,259008,6611,7743955,2020,33446,854
24/09/2020,Argentina,Buenos Aires,207302,4187,3075646,2020,67401,1361
24/09/2020,Brasil,Brasilia,187895,3175,3015268,2019,62315,1053
24/09/2020,Chile,Santiago de Chile,284591,9121,7460708,2020,38145,1223
24/09/2020,Ecuador,Quito,33269,1456,2011388,2020,16540,724
24/09/2020,Ecuador,Guayaquil,13911,2356,2011388,2020,6916,1171
24/09/2020,México,Ciudad de México,121931,9479,8985339,2015,13570,1055
24/09/2020,Perú,Lima,316615,12894,9485405,2017,33379,1359
24/09/2020,Uruguay,Montevideo,1194,30,1351162,2020,884,22
24/09/2020,Brasil,Sao Paulo,288081,12547,12252023,2017,23513,1024
24/09/2020,Estados Unidos,Miami,168775,3202,2761581,2018,61115,1159
24/09/2020,Estados Unidos,New York,241882,23776,8398748,2018,28800,2831
24/09/2020,España,Madrid,213709,9213,3266126,2020,65432,2821
25/09/2020,Colombia,Bogotá,260559,6650,7743955,2020,33647,859
25/09/2020,Argentina,Buenos Aires,209170,4253,3075646,2020,68008,1383
25/09/2020,Brasil,Brasilia,188608,3183,3015268,2019,62551,1056
25/09/2020,Chile,Santiago de Chile,285095,9151,7460708,2020,38213,1227
25/09/2020,Ecuador,Quito,33269,1456,2011388,2020,16540,724
25/09/2020,Ecuador,Guayaquil,13911,2356,2011388,2020,6916,1171
25/09/2020,México,Ciudad de México,123046,9508,8985339,2015,13694,1058
25/09/2020,Perú,Lima,318245,12946,9485405,2017,33551,1365
25/09/2020,Uruguay,Montevideo,1211,30,1351162,2020,896,22
25/09/2020,Brasil,Sao Paulo,289185,12593,12252023,2017,23603,1028
25/09/2020,Estados Unidos,Miami,169144,3231,2761581,2018,61249,1170
25/09/2020,Estados Unidos,New York,242311,23778,8398748,2018,28851,2831
25/09/2020,España,Madrid,213709,9213,3266126,2020,65432,2821
26/09/2020,Colombia,Bogotá,262956,6683,7743955,2020,33956,863
26/09/2020,Argentina,Buenos Aires,210888,4324,3075646,2020,68567,1406
26/09/2020,Brasil,Brasilia,189513,3188,3015268,2019,62851,1057
26/09/2020,Chile,Santiago de Chile,285508,9175,7460708,2020,38268,1230
26/09/2020,Ecuador,Quito,33269,1456,2011388,2020,16540,724
26/09/2020,Ecuador,Guayaquil,13911,2356,2011388,2020,6916,1171
26/09/2020,México,Ciudad de México,123655,9540,8985339,2015,13762,1062
26/09/2020,Perú,Lima,319475,13002,9485405,2017,33681,1371
26/09/2020,Uruguay,Montevideo,1216,30,1351162,2020,900,22
26/09/2020,Brasil,Sao Paulo,289308,12602,12252023,2017,23613,1029
26/09/2020,Estados Unidos,Miami,169426,3231,2761581,2018,61351,1170
26/09/2020,Estados Unidos,New York,242693,23783,8398748,2018,28896,2832
26/09/2020,España,Madrid,213709,9213,3266126,2020,65432,2821
27/09/2020,Colombia,Bogotá,264274,6714,7743955,2020,34126,867
27/09/2020,Argentina,Buenos Aires,212122,4391,3075646,2020,68968,1428
27/09/2020,Brasil,Brasilia,190505,3203,3015268,2019,63180,1062
27/09/2020,Chile,Santiago de Chile,285939,9209,7460708,2020,38326,1234
27/09/2020,Ecuador,Quito,35602,1488,2011388,2020,17700,740
27/09/2020,Ecuador,Guayaquil,13948,2356,2011388,2020,6935,1171
27/09/2020,México,Ciudad de México,124314,9570,8985339,2015,13835,1065
27/09/2020,Perú,Lima,320370,13027,9485405,2017,33775,1373
27/09/2020,Uruguay,Montevideo,1218,30,1351162,2020,901,22
27/09/2020,Brasil,Sao Paulo,289466,12605,12252023,2017,23626,1029
27/09/2020,Estados Unidos,Miami,169466,3228,2761581,2018,61366,1169
27/09/2020,Estados Unidos,New York,243072,23791,8398748,2018,28941,2833
27/09/2020,España,Madrid,227158,9246,3266126,2020,69550,2831
28/09/2020,Colombia,Bogotá,265576,6727,7743955,2020,34295,869
28/09/2020,Argentina,Buenos Aires,213846,4442,3075646,2020,69529,1444
28/09/2020,Brasil,Brasilia,191317,3224,3015268,2019,63449,1069
28/09/2020,Chile,Santiago de Chile,286236,9230,7460708,2020,38366,1237
28/09/2020,Ecuador,Quito,35602,1488,2011388,2020,17700,740
28/09/2020,Ecuador,Guayaquil,13948,2356,2011388,2020,6935,1171
28/09/2020,México,Ciudad de México,125115,9614,8985339,2015,13924,1070
28/09/2020,Perú,Lima,321336,13052,9485405,2017,33877,1376
28/09/2020,Uruguay,Montevideo,1231,31,1351162,2020,911,23
28/09/2020,Brasil,Sao Paulo,290839,12666,12252023,2017,23738,1034
28/09/2020,Estados Unidos,Miami,170086,3243,2761581,2018,61590,1174
28/09/2020,Estados Unidos,New York,243595,23795,8398748,2018,29004,2833
28/09/2020,España,Madrid,227158,9246,3266126,2020,69550,2831
29/09/2020,Colombia,Bogotá,269201,6772,7743955,2020,34763,874
29/09/2020,Argentina,Buenos Aires,215819,4510,3075646,2020,70170,1466
29/09/2020,Brasil,Brasilia,192245,3255,3015268,2019,63757,1080
29/09/2020,Chile,Santiago de Chile,286701,9246,7460708,2020,38428,1239
29/09/2020,Ecuador,Quito,35972,1500,2011388,2020,17884,746
29/09/2020,Ecuador,Guayaquil,13953,2356,2011388,2020,6937,1171
29/09/2020,México,Ciudad de México,126371,9667,8985339,2015,14064,1076
29/09/2020,Perú,Lima,322421,13080,9485405,2017,33991,1379
29/09/2020,Uruguay,Montevideo,1234,31,1351162,2020,913,23
29/09/2020,Brasil,Sao Paulo,292067,12730,12252023,2017,23838,1039
29/09/2020,Estados Unidos,Miami,170400,3280,2761581,2018,61704,1188
29/09/2020,Estados Unidos,New York,244041,23799,8398748,2018,29057,2834
29/09/2020,España,Madrid,235196,9409,3266126,2020,72011,2881
30/09/2020,Colombia,Bogotá,269201,6789,7743955,2020,34763,877
30/09/2020,Argentina,Buenos Aires,217721,4648,3075646,2020,70789,1511
30/09/2020,Brasil,Brasilia,193127,3276,3015268,2019,64050,1086
30/09/2020,Chile,Santiago de Chile,287116,9262,7460708,2020,38484,1241
30/09/2020,Ecuador,Quito,37403,1549,2011388,2020,18596,770
30/09/2020,Ecuador,Guayaquil,13995,2359,2011388,2020,6958,1173
30/09/2020,México,Ciudad de México,127463,9704,8985339,2015,14186,1080
30/09/2020,Perú,Lima,323729,13115,9485405,2017,34129,1383
30/09/2020,Uruguay,Montevideo,1245,31,1351162,2020,921,23
30/09/2020,Brasil,Sao Paulo,293210,12840,12252023,2017,23932,1048
30/09/2020,Estados Unidos,Miami,170882,3284,2761581,2018,61878,1189
30/09/2020,Estados Unidos,New York,244574,23807,8398748,2018,29120,2835
30/09/2020,España,Madrid,238423,9450,3266126,2020,72999,2893
1/10/2020,Colombia,Bogotá,270515,6825,7743955,2020,34932,881
1/10/2020,Argentina,Buenos Aires,219469,4874,3075646,2020,71357,1585
1/10/2020,Brasil,Brasilia,194042,3291,3015268,2019,64353,1091
1/10/2020,Chile,Santiago de Chile,287583,9286,7460708,2020,38546,1245
1/10/2020,Ecuador,Quito,37403,1549,2011388,2020,18596,770
1/10/2020,Ecuador,Guayaquil,13995,2359,2011388,2020,6958,1173
1/10/2020,México,Ciudad de México,128529,9749,8985339,2015,14304,1085
1/10/2020,Perú,Lima,324772,13149,9485405,2017,34239,1386
1/10/2020,Uruguay,Montevideo,1268,31,1351162,2020,938,23
1/10/2020,Brasil,Sao Paulo,294135,12840,12252023,2017,24007,1048
1/10/2020,Estados Unidos,Miami,171391,3314,2761581,2018,62063,1200
1/10/2020,Estados Unidos,New York,245173,23823,8398748,2018,29192,2836
1/10/2020,España,Madrid,240959,9473,3266126,2020,73775,2900
2/10/2020,Colombia,Bogotá,271929,6855,7743955,2020,35115,885
2/10/2020,Argentina,Buenos Aires,221650,4945,3075646,2020,72066,1608
2/10/2020,Brasil,Brasilia,194783,3309,3015268,2019,64599,1097
2/10/2020,Chile,Santiago de Chile,287903,9306,7460708,2020,38589,1247
2/10/2020,Ecuador,Quito,38246,1626,2011388,2020,19015,808
2/10/2020,Ecuador,Guayaquil,14044,2360,2011388,2020,6982,1173
2/10/2020,México,Ciudad de México,128529,9749,8985339,2015,14304,1085
2/10/2020,Perú,Lima,326150,13173,9485405,2017,34384,1389
2/10/2020,Uruguay,Montevideo,1282,31,1351162,2020,949,23
