Date,Country,City,Cumalative Cases,Population_millions,DateCollected,CasesMillionInhab
2020-05-20,Argentina,Buenos Aires,4718.0,3075646,2020.0,1534.0
2020-05-20,Brasil,Brasilia,5161.0,3015268,2019.0,1712.0
2020-05-20,Chile,Santiago de Chile,41179.0,7460708,2020.0,5519.0
2020-05-21,Ecuador,Guayaquil,9392.0,2723665,2020.0,3448.0
2020-05-20,México,Ciudad de México,15844.0,8985339,2015.0,1763.0
2020-05-20,Perú,Lima,68497.0,9485405,2017.0,7221.0
2020-05-20,Uruguay,Montevideo,538.0,1351162,2020.0,398.0
2020-05-20,Brasil,Sao Paulo,69859.0,12106920,2017.0,5770.0
2020-05-20,Estados Unidos,New York,354370.0,8398748,2018.0,42193.0
2020-05-20,España,Madrid,67049.0,3266126,2020.0,20529.0
2020-05-20,Colombia,Bogotá,6189.0,7743955,2020.0,799.0
2020-05-21,Argentina,Buenos Aires,5200.0,3075646,2020.0,1691.0
2020-05-21,Brasil,Brasilia,5542.0,3015268,2019.0,1838.0
2020-05-21,Chile,Santiago de Chile,44641.0,7460708,2020.0,5983.0
2020-05-22,Ecuador,Guayaquil,9395.0,2723665,2020.0,3449.0
2020-05-23,Ecuador,Guayaquil,9395.0,2723665,2020.0,3449.0
2020-05-21,México,Ciudad de México,16758.0,8985339,2015.0,1865.0
2020-05-21,Perú,Lima,71361.0,9485405,2017.0,7523.0
2020-05-21,Uruguay,Montevideo,539.0,1351162,2020.0,399.0
2020-05-21,Brasil,Sao Paulo,73739.0,12106920,2017.0,6091.0
2020-05-21,Estados Unidos,New York,356458.0,8398748,2018.0,42442.0
2020-05-21,España,Madrid,67049.0,3266126,2020.0,20529.0
2020-05-21,Colombia,Bogotá,6311.0,7743955,2020.0,815.0
2020-05-22,Colombia,Bogotá,6591.0,7743955,2020.0,851.0
2020-05-22,Argentina,Buenos Aires,5677.0,3075646,2020.0,1846.0
2020-05-22,Brasil,Brasilia,5948.0,3015268,2019.0,1973.0
2020-05-22,Chile,Santiago de Chile,48350.0,7460708,2020.0,6481.0
2020-05-24,Ecuador,Guayaquil,9606.0,2723665,2020.0,3527.0
2020-05-25,Ecuador,Guayaquil,9624.0,2723665,2020.0,3533.0
2020-05-22,México,Ciudad de México,17690.0,8985339,2015.0,1969.0
2020-05-22,Perú,Lima,74583.0,9485405,2017.0,7863.0
2020-05-22,Uruguay,Montevideo,542.0,1351162,2020.0,401.0
2020-05-22,Brasil,Sao Paulo,76871.0,12106920,2017.0,6349.0
2020-05-22,Estados Unidos,New York,358154.0,8398748,2018.0,42644.0
2020-05-22,España,Madrid,67425.0,3266126,2020.0,20644.0
2020-05-23,Colombia,Bogotá,6972.0,7743955,2020.0,900.0
2020-05-23,Argentina,Buenos Aires,6146.0,3075646,2020.0,1998.0
2020-05-23,Brasil,Brasilia,6251.0,3015268,2019.0,2073.0
2020-05-23,Chile,Santiago de Chile,51399.0,7460708,2020.0,6889.0
2020-05-26,Ecuador,Guayaquil,9637.0,2723665,2020.0,3538.0
2020-05-27,Ecuador,Guayaquil,9637.0,2723665,2020.0,3538.0
2020-05-23,México,Ciudad de México,18912.0,8985339,2015.0,2105.0
2020-05-23,Perú,Lima,77376.0,9485405,2017.0,8157.0
2020-05-23,Uruguay,Montevideo,544.0,1351162,2020.0,403.0
2020-05-23,Brasil,Sao Paulo,76871.0,12106920,2017.0,6349.0
2020-05-23,Estados Unidos,New York,359926.0,8398748,2018.0,42855.0
2020-05-23,España,Madrid,67610.0,3266126,2020.0,20700.0
2020-05-24,Colombia,Bogotá,7211.0,7743955,2020.0,931.0
2020-05-24,Argentina,Buenos Aires,6146.0,3075646,2020.0,1998.0
2020-05-24,Brasil,Brasilia,6638.0,3015268,2019.0,2201.0
2020-05-24,Chile,Santiago de Chile,58930.0,7460708,2020.0,7899.0
2020-05-28,Ecuador,Guayaquil,9650.0,2723665,2020.0,3543.0
2020-05-29,Ecuador,Guayaquil,9653.0,2723665,2020.0,3544.0
2020-05-24,México,Ciudad de México,19682.0,8985339,2015.0,2190.0
2020-05-24,Perú,Lima,78299.0,9485405,2017.0,8255.0
2020-05-24,Uruguay,Montevideo,549.0,1351162,2020.0,406.0
2020-05-24,Brasil,Sao Paulo,82161.0,12106920,2017.0,6786.0
2020-05-24,Estados Unidos,New York,361515.0,8398748,2018.0,43044.0
2020-05-24,España,Madrid,67871.0,3266126,2020.0,20780.0
2020-05-25,Colombia,Bogotá,7386.0,7743955,2020.0,954.0
2020-05-25,Argentina,Buenos Aires,7153.0,3075646,2020.0,2326.0
2020-05-25,Brasil,Brasilia,6930.0,3015268,2019.0,2298.0
2020-05-25,Chile,Santiago de Chile,58930.0,7460708,2020.0,7899.0
2020-05-30,Ecuador,Guayaquil,9653.0,2723665,2020.0,3544.0
2020-05-31,Ecuador,Guayaquil,9653.0,2723665,2020.0,3544.0
2020-05-25,México,Ciudad de México,20235.0,8985339,2015.0,2252.0
2020-05-25,Perú,Lima,82138.0,9485405,2017.0,8659.0
2020-05-25,Uruguay,Montevideo,549.0,1351162,2020.0,406.0
2020-05-25,Brasil,Sao Paulo,83625.0,12106920,2017.0,6907.0
2020-05-25,Estados Unidos,New York,362764.0,8398748,2018.0,43193.0
2020-05-25,España,Madrid,67932.0,3266126,2020.0,20799.0
2020-05-26,Colombia,Bogotá,7743.0,7743955,2020.0,1000.0
2020-05-26,Argentina,Buenos Aires,7474.0,3075646,2020.0,2430.0
2020-05-26,Brasil,Brasilia,7210.0,3015268,2019.0,2391.0
2020-05-26,Chile,Santiago de Chile,62285.0,7460708,2020.0,8348.0
2020-01-06,Ecuador,Guayaquil,9653.0,2723665,2020.0,3544.0
2020-02-06,Ecuador,Guayaquil,9653.0,2723665,2020.0,3544.0
2020-05-26,México,Ciudad de México,20999.0,8985339,2015.0,2337.0
2020-05-26,Perú,Lima,85950.0,9485405,2017.0,9061.0
2020-05-26,Uruguay,Montevideo,550.0,1351162,2020.0,407.0
2020-05-26,Brasil,Sao Paulo,806017.0,12106920,2017.0,66575.0
2020-05-26,Estados Unidos,New York,363836.0,8398748,2018.0,43320.0
2020-05-26,España,Madrid,68066.0,3266126,2020.0,20840.0
2020-05-27,Colombia,Bogotá,8045.0,7743955,2020.0,1039.0
2020-05-27,Argentina,Buenos Aires,7936.0,3075646,2020.0,2580.0
2020-05-27,Brasil,Brasilia,7761.0,3015268,2019.0,2574.0
2020-05-27,Chile,Santiago de Chile,66011.0,7460708,2020.0,8848.0
2020-03-06,Ecuador,Guayaquil,9653.0,2723665,2020.0,3544.0
2020-04-06,Ecuador,Guayaquil,9653.0,2723665,2020.0,3544.0
2020-05-27,México,Ciudad de México,21826.0,8985339,2015.0,2429.0
2020-05-27,Perú,Lima,89970.0,9485405,2017.0,9485.0
2020-05-27,Uruguay,Montevideo,554.0,1351162,2020.0,410.0
2020-05-27,Brasil,Sao Paulo,89483.0,12106920,2017.0,7391.0
2020-05-27,Estados Unidos,New York,364965.0,8398748,2018.0,43455.0
2020-05-27,España,Madrid,68066.0,3266126,2020.0,20840.0
2020-05-28,Colombia,Bogotá,8536.0,7743955,2020.0,1102.0
2020-05-28,Argentina,Buenos Aires,8429.0,3075646,2020.0,2741.0
2020-05-28,Brasil,Brasilia,8300.0,3015268,2019.0,2753.0
2020-05-28,Chile,Santiago de Chile,69915.0,7460708,2020.0,9371.0
2020-05-06,Ecuador,Guayaquil,9828.0,2723665,2020.0,3608.0
2020-06-06,Ecuador,Guayaquil,9832.0,2723665,2020.0,3610.0
2020-05-28,México,Ciudad de México,22698.0,8985339,2015.0,2526.0
2020-05-28,Perú,Lima,93347.0,9485405,2017.0,9841.0
2020-05-28,Uruguay,Montevideo,559.0,1351162,2020.0,414.0
2020-05-28,Brasil,Sao Paulo,95865.0,12106920,2017.0,7918.0
2020-05-28,Estados Unidos,New York,366733.0,8398748,2018.0,43665.0
2020-05-28,España,Madrid,68451.0,3266126,2020.0,20958.0
2020-05-29,Colombia,Bogotá,9162.0,7743955,2020.0,1183.0
2020-05-29,Argentina,Buenos Aires,8887.0,3075646,2020.0,2889.0
2020-05-29,Brasil,Brasilia,8722.0,3015268,2019.0,2893.0
2020-05-29,Chile,Santiago de Chile,72910.0,7460708,2020.0,9773.0
2020-07-06,Ecuador,Guayaquil,9880.0,2723665,2020.0,3627.0
2020-08-06,Ecuador,Guayaquil,9880.0,2723665,2020.0,3627.0
2020-05-29,México,Ciudad de México,23623.0,8985339,2015.0,2629.0
2020-05-29,Perú,Lima,96347.0,9485405,2017.0,10157.0
2020-05-29,Uruguay,Montevideo,561.0,1351162,2020.0,415.0
2020-05-29,Brasil,Sao Paulo,101556.0,12106920,2017.0,8388.0
2020-05-29,Estados Unidos,New York,368284.0,8398748,2018.0,43850.0
2020-05-29,España,Madrid,68597.0,3266126,2020.0,21003.0
2020-05-30,Colombia,Bogotá,9637.0,7743955,2020.0,1244.0
2020-05-30,Argentina,Buenos Aires,9392.0,3075646,2020.0,3054.0
2020-05-30,Brasil,Brasilia,18196.0,3015268,2019.0,6035.0
2020-05-30,Chile,Santiago de Chile,76251.0,7460708,2020.0,10220.0
2020-09-06,Ecuador,Guayaquil,9880.0,2723665,2020.0,3627.0
2020-10-06,Ecuador,Guayaquil,9892.0,2723665,2020.0,3632.0
2020-05-30,México,Ciudad de México,24265.0,8985339,2015.0,2701.0
2020-05-30,Perú,Lima,98785.0,9485405,2017.0,10414.0
2020-05-30,Uruguay,Montevideo,562.0,1351162,2020.0,416.0
2020-05-30,Brasil,Sao Paulo,107142.0,12106920,2017.0,8850.0
2020-05-30,Estados Unidos,New York,369660.0,8398748,2018.0,44014.0
2020-05-30,España,Madrid,68740.0,3266126,2020.0,21046.0
2020-05-31,Colombia,Bogotá,9989.0,7743955,2020.0,1290.0
2020-05-31,Argentina,Buenos Aires,9786.0,3075646,2020.0,3182.0
2020-05-31,Brasil,Brasilia,9780.0,3015268,2019.0,3243.0
2020-05-31,Chile,Santiago de Chile,80504.0,7460708,2020.0,10790.0
2020-11-06,Ecuador,Guayaquil,9901.0,2723665,2020.0,3635.0
2020-12-06,Ecuador,Guayaquil,9901.0,2723665,2020.0,3635.0
2020-05-31,México,Ciudad de México,25018.0,8985339,2015.0,2784.0
2020-05-31,Perú,Lima,100085.0,9485405,2017.0,10551.0
2020-05-31,Uruguay,Montevideo,562.0,1351162,2020.0,416.0
2020-05-31,Brasil,Sao Paulo,109698.0,12106920,2017.0,9061.0
2020-05-31,Estados Unidos,New York,370770.0,8398748,2018.0,44146.0
2020-05-31,España,Madrid,68830.0,3266126,2020.0,21074.0
2020-01-06,Colombia,Bogotá,10370.0,7743955,2020.0,1339.0
2020-01-06,Argentina,Buenos Aires,9786.0,3075646,2020.0,3182.0
2020-01-06,Brasil,Brasilia,10510.0,3015268,2019.0,3486.0
2020-01-06,Chile,Santiago de Chile,85239.0,7460708,2020.0,11425.0
2020-06-13,Ecuador,Guayaquil,9901.0,2723665,2020.0,3635.0
2020-06-14,Ecuador,Guayaquil,9901.0,2723665,2020.0,3635.0
2020-01-06,México,Ciudad de México,25787.0,8985339,2015.0,2870.0
2020-01-06,Perú,Lima,102022.0,9485405,2017.0,10756.0
2020-01-06,Uruguay,Montevideo,562.0,1351162,2020.0,416.0
2020-01-06,Brasil,Sao Paulo,111296.0,12106920,2017.0,9193.0
2020-01-06,Estados Unidos,New York,371711.0,8398748,2018.0,44258.0
2020-01-06,España,Madrid,68852.0,3266126,2020.0,21081.0
2020-02-06,Colombia,Bogotá,10743.0,7743955,2020.0,1387.0
2020-02-06,Argentina,Buenos Aires,10633.0,3075646,2020.0,3457.0
2020-02-06,Brasil,Brasilia,11256.0,3015268,2019.0,3733.0
2020-02-06,Chile,Santiago de Chile,88194.0,7460708,2020.0,11821.0
2020-06-15,Ecuador,Guayaquil,9901.0,2723665,2020.0,3635.0
2020-06-16,Ecuador,Guayaquil,9901.0,2723665,2020.0,3635.0
2020-02-06,México,Ciudad de México,26509.0,8985339,2015.0,2950.0
2020-02-06,Perú,Lima,103832.0,9485405,2017.0,10947.0
2020-02-06,Uruguay,Montevideo,562.0,1351162,2020.0,416.0
2020-02-06,Brasil,Sao Paulo,118295.0,12106920,2017.0,9771.0
2020-02-06,Estados Unidos,New York,373040.0,8398748,2018.0,44416.0
2020-02-06,España,Madrid,68960.0,3266126,2020.0,21114.0
2020-03-06,Colombia,Bogotá,11250.0,7743955,2020.0,1453.0
2020-03-06,Argentina,Buenos Aires,11225.0,3075646,2020.0,3650.0
2020-03-06,Brasil,Brasilia,12020.0,3015268,2019.0,3986.0
2020-03-06,Chile,Santiago de Chile,92191.0,7460708,2020.0,12357.0
2020-06-17,Ecuador,Guayaquil,9901.0,2723665,2020.0,3635.0
2020-06-18,Ecuador,Guayaquil,9901.0,2723665,2020.0,3635.0
2020-03-06,México,Ciudad de México,27326.0,8985339,2015.0,3041.0
2020-03-06,Perú,Lima,104681.0,9485405,2017.0,11036.0
2020-03-06,Uruguay,Montevideo,563.0,1351162,2020.0,417.0
2020-03-06,Brasil,Sao Paulo,123483.0,12106920,2017.0,10199.0
2020-03-06,Estados Unidos,New York,374085.0,8398748,2018.0,44541.0
2020-03-06,España,Madrid,69112.0,3266126,2020.0,21160.0
2020-04-06,Colombia,Bogotá,11782.0,7743955,2020.0,1521.0
2020-04-06,Argentina,Buenos Aires,11759.0,3075646,2020.0,3823.0
2020-04-06,Brasil,Brasilia,12923.0,3015268,2019.0,4286.0
2020-04-06,Chile,Santiago de Chile,95890.0,7460708,2020.0,12853.0
2020-06-19,Ecuador,Guayaquil,9901.0,2723665,2020.0,3635.0
2020-06-20,Ecuador,Guayaquil,9901.0,2723665,2020.0,3635.0
2020-04-06,México,Ciudad de México,28389.0,8985339,2015.0,3159.0
2020-04-06,Perú,Lima,106449.0,9485405,2017.0,11222.0
2020-04-06,Uruguay,Montevideo,564.0,1351162,2020.0,417.0
2020-04-06,Brasil,Sao Paulo,129200.0,12106920,2017.0,10672.0
2020-04-06,Estados Unidos,New York,375133.0,8398748,2018.0,44665.0
2020-04-06,España,Madrid,69236.0,3266126,2020.0,21198.0
2020-05-06,Colombia,Bogotá,12185.0,7743955,2020.0,1573.0
2020-05-06,Argentina,Buenos Aires,12292.0,3075646,2020.0,3997.0
2020-05-06,Brasil,Brasilia,12923.0,3015268,2019.0,4286.0
2020-05-06,Chile,Santiago de Chile,99066.0,7460708,2020.0,13278.0
2020-06-21,Ecuador,Guayaquil,9901.0,2723665,2020.0,3635.0
2020-06-22,Ecuador,Guayaquil,9901.0,2723665,2020.0,3635.0
2020-05-06,México,Ciudad de México,29580.0,8985339,2015.0,3292.0
2020-05-06,Perú,Lima,109063.0,9485405,2017.0,11498.0
2020-05-06,Uruguay,Montevideo,565.0,1351162,2020.0,418.0
2020-05-06,Brasil,Sao Paulo,129200.0,12106920,2017.0,10672.0
2020-05-06,Estados Unidos,New York,376208.0,8398748,2018.0,44793.0
2020-05-06,España,Madrid,69423.0,3266126,2020.0,21255.0
2020-06-06,Colombia,Bogotá,12564.0,7743955,2020.0,1622.0
2020-06-06,Argentina,Buenos Aires,12812.0,3075646,2020.0,4166.0
2020-06-06,Brasil,Brasilia,12923.0,3015268,2019.0,4286.0
2020-06-06,Chile,Santiago de Chile,103194.0,7460708,2020.0,13832.0
2020-06-23,Ecuador,Guayaquil,9955.0,2723665,2020.0,3655.0
2020-06-24,Ecuador,Guayaquil,9964.0,2723665,2020.0,3658.0
2020-06-06,México,Ciudad de México,30223.0,8985339,2015.0,3364.0
2020-06-06,Perú,Lima,111405.0,9485405,2017.0,11745.0
2020-06-06,Uruguay,Montevideo,568.0,1351162,2020.0,420.0
2020-06-06,Brasil,Sao Paulo,140549.0,12106920,2017.0,11609.0
2020-06-06,Estados Unidos,New York,377316.0,8398748,2018.0,44925.0
2020-06-06,España,Madrid,69562.0,3266126,2020.0,21298.0
2020-07-06,Colombia,Bogotá,12880.0,7743955,2020.0,1663.0
2020-07-06,Argentina,Buenos Aires,13263.0,3075646,2020.0,4312.0
2020-07-06,Brasil,Brasilia,16623.0,3015268,2019.0,5513.0
2020-07-06,Chile,Santiago de Chile,108462.0,7460708,2020.0,14538.0
2020-06-25,Ecuador,Guayaquil,9970.0,2723665,2020.0,3661.0
2020-06-26,Ecuador,Guayaquil,9978.0,2723665,2020.0,3663.0
2020-07-06,México,Ciudad de México,30831.0,8985339,2015.0,3431.0
2020-07-06,Perú,Lima,112933.0,9485405,2017.0,11906.0
2020-07-06,Uruguay,Montevideo,568.0,1351162,2020.0,420.0
2020-07-06,Brasil,Sao Paulo,74796.0,12252023,2017.0,6105.0
2020-07-06,Estados Unidos,New York,378097.0,8398748,2018.0,45018.0
2020-07-06,España,Madrid,69641.0,3266126,2020.0,21322.0
2020-08-06,Colombia,Bogotá,13329.0,7743955,2020.0,1721.0
2020-08-06,Argentina,Buenos Aires,11759.0,3075646,2020.0,3823.0
2020-08-06,Brasil,Brasilia,16623.0,3015268,2019.0,5513.0
2020-08-06,Chile,Santiago de Chile,112136.0,7460708,2020.0,15030.0
2020-06-27,Ecuador,Guayaquil,9981.0,2723665,2020.0,3665.0
2020-06-28,Ecuador,Guayaquil,9986.0,2723665,2020.0,3666.0
2020-08-06,México,Ciudad de México,31943.0,8985339,2015.0,3555.0
2020-08-06,Perú,Lima,115002.0,9485405,2017.0,12124.0
2020-08-06,Uruguay,Montevideo,568.0,1351162,2020.0,420.0
2020-08-06,Brasil,Sao Paulo,74796.0,12252023,2017.0,6105.0
2020-08-06,Estados Unidos,New York,378799.0,8398748,2018.0,45102.0
2020-08-06,España,Madrid,69695.0,3266126,2020.0,21339.0
2020-09-06,Colombia,Bogotá,13709.0,7743955,2020.0,1770.0
2020-09-06,Argentina,Buenos Aires,14501.0,3075646,2020.0,4715.0
2020-09-06,Brasil,Brasilia,16623.0,3015268,2019.0,5513.0
2020-09-06,Chile,Santiago de Chile,115126.0,7460708,2020.0,15431.0
2020-06-29,Ecuador,Guayaquil,9986.0,2723665,2020.0,3666.0
2020-06-30,Ecuador,Guayaquil,9986.0,2723665,2020.0,3666.0
2020-09-06,México,Ciudad de México,31493.0,8985339,2015.0,3505.0
2020-09-06,Perú,Lima,117455.0,9485405,2017.0,12383.0
2020-09-06,Uruguay,Montevideo,570.0,1351162,2020.0,422.0
2020-09-06,Brasil,Sao Paulo,74796.0,12252023,2017.0,6105.0
2020-09-06,Estados Unidos,New York,379482.0,8398748,2018.0,45183.0
2020-09-06,España,Madrid,69804.0,3266126,2020.0,21372.0
2020-10-06,Colombia,Bogotá,14132.0,7743955,2020.0,1825.0
2020-10-06,Argentina,Buenos Aires,15224.0,3075646,2020.0,4950.0
2020-10-06,Brasil,Brasilia,19433.0,3015268,2019.0,6445.0
2020-10-06,Chile,Santiago de Chile,119746.0,7460708,2020.0,16050.0
2020-01-07,Ecuador,Guayaquil,9986.0,2723665,2020.0,3666.0
2020-02-07,Ecuador,Guayaquil,10945.0,2723665,2020.0,4018.0
2020-10-06,México,Ciudad de México,33173.0,8985339,2015.0,3692.0
2020-10-06,Perú,Lima,119958.0,9485405,2017.0,12647.0
2020-10-06,Uruguay,Montevideo,570.0,1351162,2020.0,422.0
2020-10-06,Brasil,Sao Paulo,80457.0,12252023,2017.0,6567.0
2020-10-06,Estados Unidos,New York,380156.0,8398748,2018.0,45263.0
2020-10-06,España,Madrid,69895.0,3266126,2020.0,21400.0
2020-11-06,Colombia,Bogotá,14537.0,7743955,2020.0,1877.0
2020-11-06,Argentina,Buenos Aires,15934.0,3075646,2020.0,5181.0
2020-11-06,Brasil,Brasilia,20507.0,3015268,2019.0,6801.0
2020-11-06,Chile,Santiago de Chile,124135.0,7460708,2020.0,16639.0
2020-03-07,Ecuador,Guayaquil,10988.0,2723665,2020.0,4034.0
2020-04-07,Ecuador,Guayaquil,10988.0,2723665,2020.0,4034.0
2020-11-06,México,Ciudad de México,34077.0,8985339,2015.0,3793.0
2020-11-06,Perú,Lima,121783.0,9485405,2017.0,12839.0
2020-11-06,Uruguay,Montevideo,570.0,1351162,2020.0,422.0
2020-11-06,Brasil,Sao Paulo,83076.0,12252023,2017.0,6781.0
2020-11-06,Estados Unidos,New York,380892.0,8398748,2018.0,45351.0
2020-11-06,España,Madrid,70051.0,3266126,2020.0,21448.0
2020-12-06,Colombia,Bogotá,14940.0,7743955,2020.0,1929.0
2020-12-06,Argentina,Buenos Aires,16668.0,3075646,2020.0,5419.0
2020-12-06,Brasil,Brasilia,21396.0,3015268,2019.0,7096.0
2020-12-06,Chile,Santiago de Chile,129694.0,7460708,2020.0,17384.0
2020-05-07,Ecuador,Guayaquil,10988.0,2723665,2020.0,4034.0
2020-06-07,Ecuador,Guayaquil,10988.0,2723665,2020.0,4034.0
2020-12-06,México,Ciudad de México,35272.0,8985339,2015.0,3926.0
2020-12-06,Perú,Lima,123203.0,9485405,2017.0,12989.0
2020-12-06,Uruguay,Montevideo,570.0,1351162,2020.0,422.0
2020-12-06,Brasil,Sao Paulo,85622.0,12252023,2017.0,6988.0
2020-12-06,Estados Unidos,New York,381714.0,8398748,2018.0,45449.0
2020-12-06,España,Madrid,70231.0,3266126,2020.0,21503.0
2020-06-13,Colombia,Bogotá,15458.0,7743955,2020.0,1996.0
2020-06-13,Argentina,Buenos Aires,16668.0,3075646,2020.0,5419.0
2020-06-13,Brasil,Brasilia,21959.0,3015268,2019.0,7283.0
2020-06-13,Chile,Santiago de Chile,134751.0,7460708,2020.0,18061.0
2020-07-07,Ecuador,Guayaquil,10988.0,2723665,2020.0,4034.0
2020-08-07,Ecuador,Guayaquil,10988.0,2723665,2020.0,4034.0
2020-06-13,México,Ciudad de México,35954.0,8985339,2015.0,4001.0
2020-06-13,Perú,Lima,125006.0,9485405,2017.0,13179.0
2020-06-13,Uruguay,Montevideo,570.0,1351162,2020.0,422.0
2020-06-13,Brasil,Sao Paulo,89025.0,12252023,2017.0,7266.0
2020-06-13,Estados Unidos,New York,382630.0,8398748,2018.0,45558.0
2020-06-13,España,Madrid,70398.0,3266126,2020.0,21554.0
2020-06-14,Colombia,Bogotá,16037.0,7743955,2020.0,2071.0
2020-06-14,Argentina,Buenos Aires,18157.0,3075646,2020.0,5903.0
2020-06-14,Brasil,Brasilia,22871.0,3015268,2019.0,7585.0
2020-06-14,Chile,Santiago de Chile,140398.0,7460708,2020.0,18818.0
2020-09-07,Ecuador,Guayaquil,10988.0,2723665,2020.0,4034.0
2020-10-07,Ecuador,Guayaquil,10988.0,2723665,2020.0,4034.0
2020-06-14,México,Ciudad de México,36879.0,8985339,2015.0,4104.0
2020-06-14,Perú,Lima,126380.0,9485405,2017.0,13324.0
2020-06-14,Uruguay,Montevideo,570.0,1351162,2020.0,422.0
2020-06-14,Brasil,Sao Paulo,91198.0,12252023,2017.0,7444.0
2020-06-14,Estados Unidos,New York,383324.0,8398748,2018.0,45641.0
2020-06-14,España,Madrid,70521.0,3266126,2020.0,21592.0
2020-06-15,Colombia,Bogotá,16404.0,7743955,2020.0,2118.0
2020-06-15,Argentina,Buenos Aires,18926.0,3075646,2020.0,6154.0
2020-06-15,Brasil,Brasilia,23684.0,3015268,2019.0,7855.0
2020-06-15,Chile,Santiago de Chile,144280.0,7460708,2020.0,19339.0
2020-11-07,Ecuador,Guayaquil,11237.0,2723665,2020.0,4126.0
2020-12-07,Ecuador,Guayaquil,11237.0,2723665,2020.0,4126.0
2020-05-20,Ecuador,Quito,2667.0,2011388,2020.0,1326.0
2020-06-15,México,Ciudad de México,37503.0,8985339,2015.0,4174.0
2020-06-15,Perú,Lima,128362.0,9485405,2017.0,13533.0
2020-06-15,Uruguay,Montevideo,570.0,1351162,2020.0,422.0
2020-06-15,Brasil,Sao Paulo,93448.0,12252023,2017.0,7627.0
2020-06-15,Estados Unidos,New York,383944.0,8398748,2018.0,45714.0
2020-06-15,España,Madrid,70570.0,3266126,2020.0,21607.0
2020-06-16,Colombia,Bogotá,16839.0,7743955,2020.0,2174.0
2020-06-16,Argentina,Buenos Aires,19611.0,3075646,2020.0,6376.0
2020-06-16,Brasil,Brasilia,25380.0,3015268,2019.0,8417.0
2020-06-16,Chile,Santiago de Chile,148302.0,7460708,2020.0,19878.0
2020-05-21,Ecuador,Quito,2864.0,2011388,2020.0,1424.0
2020-05-22,Ecuador,Quito,2999.0,2011388,2020.0,1491.0
2020-06-16,México,Ciudad de México,38117.0,8985339,2015.0,4242.0
2020-06-16,Perú,Lima,129881.0,9485405,2017.0,13693.0
2020-06-16,Uruguay,Montevideo,571.0,1351162,2020.0,423.0
2020-06-16,Brasil,Sao Paulo,97676.0,12252023,2017.0,7972.0
2020-06-16,Estados Unidos,New York,384575.0,8398748,2018.0,45790.0
2020-06-16,España,Madrid,70675.0,3266126,2020.0,21639.0
2020-06-17,Colombia,Bogotá,17392.0,7743955,2020.0,2246.0
2020-06-17,Argentina,Buenos Aires,20318.0,3075646,2020.0,6606.0
2020-06-17,Brasil,Brasilia,27140.0,3015268,2019.0,9001.0
2020-06-17,Chile,Santiago de Chile,180532.0,7460708,2020.0,24198.0
2020-05-23,Ecuador,Quito,2999.0,2011388,2020.0,1491.0
2020-05-24,Ecuador,Quito,3188.0,2011388,2020.0,1585.0
2020-06-17,México,Ciudad de México,38817.0,8985339,2015.0,4320.0
2020-06-17,Perú,Lima,131303.0,9485405,2017.0,13843.0
2020-06-17,Uruguay,Montevideo,571.0,1351162,2020.0,423.0
2020-06-17,Brasil,Sao Paulo,98132.0,12252023,2017.0,8009.0
2020-06-17,Estados Unidos,New York,385142.0,8398748,2018.0,45857.0
2020-06-17,España,Madrid,70799.0,3266126,2020.0,21677.0
2020-06-18,Colombia,Bogotá,18179.0,7743955,2020.0,2348.0
2020-06-18,Argentina,Buenos Aires,21277.0,3075646,2020.0,6918.0
2020-06-18,Brasil,Brasilia,28521.0,3015268,2019.0,9459.0
2020-06-18,Chile,Santiago de Chile,183553.0,7460708,2020.0,24603.0
2020-05-25,Ecuador,Quito,3309.0,2011388,2020.0,1645.0
2020-05-26,Ecuador,Quito,3380.0,2011388,2020.0,1680.0
2020-06-18,México,Ciudad de México,40021.0,8985339,2015.0,4454.0
2020-06-18,Perú,Lima,132714.0,9485405,2017.0,13991.0
2020-06-18,Uruguay,Montevideo,571.0,1351162,2020.0,423.0
2020-06-18,Brasil,Sao Paulo,98530.0,12252023,2017.0,8042.0
2020-06-18,Estados Unidos,New York,385760.0,8398748,2018.0,45931.0
2020-06-18,España,Madrid,70934.0,3266126,2020.0,21718.0
2020-06-19,Colombia,Bogotá,19241.0,7743955,2020.0,2485.0
2020-06-19,Argentina,Buenos Aires,22421.0,3075646,2020.0,7290.0
2020-06-19,Brasil,Brasilia,30902.0,3015268,2019.0,10249.0
2020-06-19,Chile,Santiago de Chile,191577.0,7460708,2020.0,25678.0
2020-05-27,Ecuador,Quito,3380.0,2011388,2020.0,1680.0
2020-05-28,Ecuador,Quito,3516.0,2011388,2020.0,1748.0
2020-06-19,México,Ciudad de México,41007.0,8985339,2015.0,4564.0
2020-06-19,Perú,Lima,133873.0,9485405,2017.0,14114.0
2020-06-19,Uruguay,Montevideo,571.0,1351162,2020.0,423.0
2020-06-19,Brasil,Sao Paulo,105407.0,12252023,2017.0,8603.0
2020-06-19,Estados Unidos,New York,387272.0,8398748,2018.0,46111.0
2020-06-19,España,Madrid,71144.0,3266126,2020.0,21782.0
2020-06-20,Colombia,Bogotá,19767.0,7743955,2020.0,2553.0
2020-06-20,Argentina,Buenos Aires,23135.0,3075646,2020.0,7522.0
2020-06-20,Brasil,Brasilia,32238.0,3015268,2019.0,10692.0
2020-06-20,Chile,Santiago de Chile,195366.0,7460708,2020.0,26186.0
2020-05-29,Ecuador,Quito,3652.0,2011388,2020.0,1816.0
