date,city_name,lat,lon,temp_mean,humidity_mean,temp_min,temp_max
2020-03-13,New York,40.712775,-74.005973,11.842222222222222,81.48148148148148,6.0,8.96
2020-03-14,New York,40.712775,-74.005973,10.224166666666667,33.458333333333336,5.0,7.22
2020-03-15,New York,40.712775,-74.005973,8.442916666666667,39.458333333333336,5.0,6.67
2020-03-16,New York,40.712775,-74.005973,4.492499999999999,43.0,-1.11,2.0
2020-03-17,New York,40.712775,-74.005973,7.219999999999999,78.04166666666667,3.89,5.63
2020-03-18,New York,40.712775,-74.005973,8.5325,52.333333333333336,2.78,7.0
2020-03-19,New York,40.712775,-74.005973,7.3644827586206905,82.41379310344827,4.0,7.1
2020-03-20,New York,40.712775,-74.005973,12.33083333333333,83.16666666666667,7.0,8.7
2020-03-21,New York,40.712775,-74.005973,11.95125,44.625,5.0,7.22
2020-03-22,New York,40.712775,-74.005973,4.1308333333333325,36.666666666666664,0.0,2.26
2020-03-23,New York,40.712775,-74.005973,3.6256249999999985,80.71875,1.0,3.61
2020-03-24,New York,40.712775,-74.005973,6.221666666666667,70.75,1.11,3.66
2020-03-25,New York,40.712775,-74.005973,6.347916666666667,71.75,3.89,6.0
2020-03-26,New York,40.712775,-74.005973,7.177499999999999,61.583333333333336,1.11,4.44
2020-03-27,New York,40.712775,-74.005973,12.932083333333336,58.375,7.0,10.0
2020-03-28,New York,40.712775,-74.005973,9.763600000000002,59.32,6.67,8.89
2020-03-29,New York,40.712775,-74.005973,7.922285714285714,92.82857142857142,6.67,8.3
2020-03-30,New York,40.712775,-74.005973,7.892916666666669,86.29166666666667,5.56,7.22
2020-03-31,New York,40.712775,-74.005973,6.672399999999999,81.88,4.0,6.0
2020-04-01,New York,40.712775,-74.005973,7.194166666666668,60.25,2.78,4.44
2020-04-02,New York,40.712775,-74.005973,8.885,45.583333333333336,2.78,4.78
