City,total_confirmed_cases,Population,Census_year,cases_per_million,date,lat,lon,temp_mean,humidity_mean,temp_min,temp_max,1_7_day_avg_temp,8_14_day_avg_temp,1_7_day_avg_humidity,8_14_day_avg_humidity,percent_change_in_temp,percent_change_in_humidity
Sao Paulo,69859.0,12106920.0,2017.0,5770.0,2020-05-20,-23.550520000000002,-46.633309000000004,19.32,73.38,14.78,26.11,17.56,17.21,74.71,69.12,-2.03,-8.09
New York,354370.0,8398748.0,2018.0,42193.0,2020-05-20,40.712775,-74.005973,13.64,47.46,8.89,20.0,16.29,10.14,54.03,52.8,-60.65,-2.33
Sao Paulo,73739.0,12106920.0,2017.0,6091.0,2020-05-21,-23.550520000000002,-46.633309000000004,19.5,70.17,12.71,26.2,17.58,17.12,76.42,69.21,-2.69,-10.42
New York,356458.0,8398748.0,2018.0,42442.0,2020-05-21,40.712775,-74.005973,12.87,60.62,6.0,20.56,16.63,10.25,55.62,49.52,-62.24,-12.32
Sao Paulo,76871.0,12106920.0,2017.0,6349.0,2020-05-22,-23.550520000000002,-46.633309000000004,20.75,59.33,14.44,29.0,17.7,17.71,75.9,67.58,0.06,-12.31
New York,358154.0,8398748.0,2018.0,42644.0,2020-05-22,40.712775,-74.005973,16.64,74.44,10.0,25.56,16.57,10.43,57.22,48.85,-58.87,-17.13
Sao Paulo,76871.0,12106920.0,2017.0,6349.0,2020-05-23,-23.550520000000002,-46.633309000000004,20.5,72.0,15.56,27.78,18.41,17.79,72.19,68.52,-3.49,-5.36
New York,359926.0,8398748.0,2018.0,42855.0,2020-05-23,40.712775,-74.005973,17.19,91.86,13.89,21.0,16.03,11.73,58.67,51.07,-36.66,-14.88
Sao Paulo,82161.0,12106920.0,2017.0,6786.0,2020-05-24,-23.550520000000002,-46.633309000000004,13.83,70.96,10.94,21.0,18.81,17.91,72.04,68.93,-5.03,-4.51
New York,361515.0,8398748.0,2018.0,43044.0,2020-05-24,40.712775,-74.005973,14.67,65.12,10.56,21.11,15.36,14.12,63.65,50.85,-8.78,-25.17
Sao Paulo,83625.0,12106920.0,2017.0,6907.0,2020-05-25,-23.550520000000002,-46.633309000000004,14.62,61.79,9.88,25.0,18.4,17.85,71.5,69.82,-3.08,-2.41
New York,362764.0,8398748.0,2018.0,43193.0,2020-05-25,40.712775,-74.005973,16.24,75.71,12.78,24.44,15.17,15.06,64.59,52.86,-0.73,-22.19
Sao Paulo,806017.0,12106920.0,2017.0,66575.0,2020-05-26,-23.550520000000002,-46.633309000000004,14.63,53.42,9.0,22.22,18.1,17.66,69.11,72.58,-2.49,4.78
New York,363836.0,8398748.0,2018.0,43320.0,2020-05-26,40.712775,-74.005973,18.04,81.88,12.78,26.11,15.3,15.5,66.6,53.11,1.29,-25.4
Sao Paulo,89483.0,12106920.0,2017.0,7391.0,2020-05-27,-23.550520000000002,-46.633309000000004,14.42,56.88,6.47,22.22,17.59,17.56,65.86,74.71,-0.17,11.85
New York,364965.0,8398748.0,2018.0,43455.0,2020-05-27,40.712775,-74.005973,18.79,80.5,13.89,27.22,15.61,16.29,71.01,54.03,4.17,-31.43
Sao Paulo,95865.0,12106920.0,2017.0,7918.0,2020-05-28,-23.550520000000002,-46.633309000000004,13.83,69.83,6.0,21.11,16.89,17.58,63.51,76.42,3.92,16.89
New York,366733.0,8398748.0,2018.0,43665.0,2020-05-28,40.712775,-74.005973,19.75,86.54,15.0,26.11,16.35,16.63,75.73,55.62,1.68,-36.16
Sao Paulo,101556.0,12106920.0,2017.0,8388.0,2020-05-29,-23.550520000000002,-46.633309000000004,15.59,71.5,7.16,25.56,16.08,17.7,63.46,75.9,9.15,16.39
New York,368284.0,8398748.0,2018.0,43850.0,2020-05-29,40.712775,-74.005973,22.15,82.29,16.67,30.0,17.33,16.57,79.44,57.22,-4.59,-38.83
Sao Paulo,107142.0,12106920.0,2017.0,8850.0,2020-05-30,-23.550520000000002,-46.633309000000004,17.19,67.08,7.0,25.69,15.35,18.41,65.2,72.19,16.62,9.68
New York,369660.0,8398748.0,2018.0,44014.0,2020-05-30,40.712775,-74.005973,22.93,65.38,17.22,29.0,18.12,16.03,80.56,58.67,-13.04,-37.31
Sao Paulo,109698.0,12106920.0,2017.0,9061.0,2020-05-31,-23.550520000000002,-46.633309000000004,17.46,55.71,8.0,27.22,14.87,18.81,64.49,72.04,20.95,10.48
New York,370770.0,8398748.0,2018.0,44146.0,2020-05-31,40.712775,-74.005973,19.1,42.17,12.78,27.0,18.94,15.36,76.77,63.65,-23.31,-20.61
Sao Paulo,111296.0,12106920.0,2017.0,9193.0,2020-06-01,-23.550520000000002,-46.633309000000004,18.27,55.79,8.0,26.0,15.39,18.4,62.32,71.5,16.36,12.84
New York,371711.0,8398748.0,2018.0,44258.0,2020-06-01,40.712775,-74.005973,16.04,40.38,8.89,23.0,19.57,15.17,73.5,64.59,-29.0,-13.79
Sao Paulo,118295.0,12106920.0,2017.0,9771.0,2020-06-02,-23.550520000000002,-46.633309000000004,16.71,84.38,12.8,21.67,15.91,18.1,61.46,69.11,12.1,11.07
New York,373040.0,8398748.0,2018.0,44416.0,2020-06-02,40.712775,-74.005973,18.56,47.25,12.0,24.0,19.54,15.3,68.45,66.6,-27.71,-2.78
Sao Paulo,123483.0,12106920.0,2017.0,10199.0,2020-06-03,-23.550520000000002,-46.633309000000004,17.37,81.46,13.78,23.0,16.21,17.59,65.88,65.86,7.85,-0.03
New York,374085.0,8398748.0,2018.0,44541.0,2020-06-03,40.712775,-74.005973,20.53,70.73,15.0,28.0,19.62,15.61,63.5,71.01,-25.69,10.58
Sao Paulo,129200.0,12106920.0,2017.0,10672.0,2020-06-04,-23.550520000000002,-46.633309000000004,18.24,81.42,15.81,22.22,16.63,16.89,69.39,63.51,1.54,-9.26
New York,375133.0,8398748.0,2018.0,44665.0,2020-06-04,40.712775,-74.005973,23.69,70.21,17.0,32.22,19.87,16.35,62.11,75.73,-21.53,17.98
Sao Paulo,129200.0,12106920.0,2017.0,10672.0,2020-06-05,-23.550520000000002,-46.633309000000004,19.08,85.71,16.66,24.44,17.26,16.08,71.05,63.46,-7.34,-11.96
New York,376208.0,8398748.0,2018.0,44793.0,2020-06-05,40.712775,-74.005973,22.86,79.64,18.0,28.0,20.43,17.33,59.77,79.44,-17.89,24.76
Sao Paulo,140549.0,12106920.0,2017.0,11609.0,2020-06-06,-23.550520000000002,-46.633309000000004,20.31,75.21,16.79,25.0,17.76,15.35,73.08,65.2,-15.7,-12.09
New York,377316.0,8398748.0,2018.0,44925.0,2020-06-06,40.712775,-74.005973,24.5,80.4,18.89,32.22,20.53,18.12,59.39,80.56,-13.3,26.28
Sao Paulo,74796.0,12252023.0,2017.0,6105.0,2020-06-07,-23.550520000000002,-46.633309000000004,20.22,77.76,16.72,25.0,18.21,14.87,74.24,64.49,-22.46,-15.12
New York,378097.0,8398748.0,2018.0,45018.0,2020-06-07,40.712775,-74.005973,22.34,42.96,16.67,28.33,20.75,18.94,61.54,76.77,-9.56,19.84
Sao Paulo,74796.0,12252023.0,2017.0,6105.0,2020-06-08,-23.550520000000002,-46.633309000000004,20.57,76.33,12.75,27.0,18.6,15.39,77.39,62.32,-20.86,-24.18
New York,378799.0,8398748.0,2018.0,45102.0,2020-06-08,40.712775,-74.005973,21.09,42.75,13.33,28.0,21.22,19.57,61.65,73.5,-8.43,16.12
Sao Paulo,74796.0,12252023.0,2017.0,6105.0,2020-06-09,-23.550520000000002,-46.633309000000004,20.99,78.21,15.78,28.89,18.93,15.91,80.32,61.46,-18.98,-30.69
New York,379482.0,8398748.0,2018.0,45183.0,2020-06-09,40.712775,-74.005973,23.99,52.79,16.0,33.33,21.94,19.54,61.99,68.45,-12.28,9.44
Sao Paulo,80457.0,12252023.0,2017.0,6567.0,2020-06-10,-23.550520000000002,-46.633309000000004,21.71,73.04,16.67,28.0,19.54,16.21,79.44,65.88,-20.54,-20.58
New York,380156.0,8398748.0,2018.0,45263.0,2020-06-10,40.712775,-74.005973,25.38,62.21,19.44,31.67,22.71,19.62,62.78,63.5,-15.75,1.13
Sao Paulo,83076.0,12252023.0,2017.0,6781.0,2020-06-11,-23.550520000000002,-46.633309000000004,23.15,61.46,17.78,31.0,20.16,16.63,78.24,69.39,-21.23,-12.75
New York,380892.0,8398748.0,2018.0,45351.0,2020-06-11,40.712775,-74.005973,23.78,81.63,19.44,29.44,23.41,19.87,61.57,62.11,-17.82,0.87
Sao Paulo,85622.0,12252023.0,2017.0,6988.0,2020-06-12,-23.550520000000002,-46.633309000000004,22.04,63.04,14.77,29.03,20.86,17.26,75.39,71.05,-20.86,-6.11
New York,381714.0,8398748.0,2018.0,45449.0,2020-06-12,40.712775,-74.005973,24.78,63.62,18.89,31.11,23.42,20.43,63.2,59.77,-14.64,-5.74
Sao Paulo,89025.0,12252023.0,2017.0,7266.0,2020-06-13,-23.550520000000002,-46.633309000000004,21.74,64.0,14.0,28.81,21.28,17.76,72.15,73.08,-19.82,1.27
New York,382630.0,8398748.0,2018.0,45558.0,2020-06-13,40.712775,-74.005973,21.16,44.25,15.0,28.33,23.69,20.53,60.91,59.39,-15.39,-2.56
Sao Paulo,91198.0,12252023.0,2017.0,7444.0,2020-06-14,-23.550520000000002,-46.633309000000004,16.99,84.25,13.33,23.0,21.49,18.21,70.55,74.24,-18.01,4.97
New York,383324.0,8398748.0,2018.0,45641.0,2020-06-14,40.712775,-74.005973,17.75,47.21,11.0,25.0,23.22,20.75,55.74,61.54,-11.9,9.42
Sao Paulo,93448.0,12252023.0,2017.0,7627.0,2020-06-15,-23.550520000000002,-46.633309000000004,16.95,78.33,13.67,23.33,21.03,18.6,71.48,77.39,-13.06,7.64
New York,383944.0,8398748.0,2018.0,45714.0,2020-06-15,40.712775,-74.005973,19.01,59.46,13.0,25.0,22.56,21.22,56.35,61.65,-6.31,8.6
Sao Paulo,97676.0,12252023.0,2017.0,7972.0,2020-06-16,-23.550520000000002,-46.633309000000004,17.89,75.21,14.1,24.44,20.51,18.93,71.76,80.32,-8.35,10.66
New York,384575.0,8398748.0,2018.0,45790.0,2020-06-16,40.712775,-74.005973,19.57,59.79,13.89,26.11,22.26,21.94,58.74,61.99,-1.46,5.24
Sao Paulo,98132.0,12252023.0,2017.0,8009.0,2020-06-17,-23.550520000000002,-46.633309000000004,18.67,69.58,14.57,24.0,20.07,19.54,71.33,79.44,-2.71,10.21
New York,385142.0,8398748.0,2018.0,45857.0,2020-06-17,40.712775,-74.005973,20.13,65.17,14.44,27.0,21.63,22.71,59.74,62.78,4.76,4.84
Sao Paulo,98530.0,12252023.0,2017.0,8042.0,2020-06-18,-23.550520000000002,-46.633309000000004,18.42,63.04,10.0,25.0,19.63,20.16,70.84,78.24,2.63,9.46
New York,385760.0,8398748.0,2018.0,45931.0,2020-06-18,40.712775,-74.005973,20.51,82.33,16.67,27.22,20.88,23.41,60.16,61.57,10.81,2.29
Sao Paulo,105407.0,12252023.0,2017.0,8603.0,2020-06-19,-23.550520000000002,-46.633309000000004,19.71,58.33,12.0,30.0,18.96,20.86,71.06,75.39,9.11,5.74
New York,387272.0,8398748.0,2018.0,46111.0,2020-06-19,40.712775,-74.005973,22.07,78.96,17.22,29.44,20.42,23.42,60.26,63.2,12.81,4.65
Sao Paulo,105591.0,12252023.0,2017.0,8618.0,2020-06-20,-23.550520000000002,-46.633309000000004,20.51,61.62,12.13,28.0,18.62,21.28,70.39,72.15,12.5,2.44
New York,387936.0,8398748.0,2018.0,46190.0,2020-06-20,40.712775,-74.005973,24.01,71.67,17.78,31.11,20.03,23.69,62.45,60.91,15.45,-2.53
Sao Paulo,106540.0,12252023.0,2017.0,8696.0,2020-06-21,-23.550520000000002,-46.633309000000004,20.97,60.88,12.95,31.11,18.45,21.49,70.05,70.55,14.15,0.71
New York,388488.0,8398748.0,2018.0,46255.0,2020-06-21,40.712775,-74.005973,24.48,71.12,18.33,31.67,20.44,23.22,66.37,55.74,11.97,-19.07
Sao Paulo,107731.0,12252023.0,2017.0,8793.0,2020-06-22,-23.550520000000002,-46.633309000000004,20.6,55.92,12.0,27.26,19.02,21.03,66.71,71.48,9.56,6.67
New York,389085.0,8398748.0,2018.0,46327.0,2020-06-22,40.712775,-74.005973,26.32,68.12,20.0,35.0,21.4,22.56,69.79,56.35,5.14,-23.85
Sao Paulo,110241.0,12252023.0,2017.0,8998.0,2020-06-23,-23.550520000000002,-46.633309000000004,19.77,52.17,12.0,26.0,19.54,20.51,63.51,71.76,4.73,11.5
New York,389085.0,8398748.0,2018.0,46327.0,2020-06-23,40.712775,-74.005973,26.12,69.38,20.56,31.67,22.44,22.26,71.02,58.74,-0.81,-20.91
Sao Paulo,113261.0,12252023.0,2017.0,9244.0,2020-06-24,-23.550520000000002,-46.633309000000004,19.17,50.46,10.85,27.78,19.81,20.07,60.22,71.33,1.3,15.58
New York,213348.0,8398748.0,2018.0,25402.0,2020-06-24,40.712775,-74.005973,26.12,66.0,22.0,31.11,23.38,21.63,72.39,59.74,-8.09,-21.18
Sao Paulo,117311.0,12252023.0,2017.0,9575.0,2020-06-25,-23.550520000000002,-46.633309000000004,20.55,59.79,11.0,27.47,19.88,19.63,57.49,70.84,-1.27,18.85
New York,214070.0,8398748.0,2018.0,25488.0,2020-06-25,40.712775,-74.005973,25.58,49.88,20.0,31.67,24.23,20.88,72.51,60.16,-16.04,-20.53
Sao Paulo,121163.0,12252023.0,2017.0,9889.0,2020-06-26,-23.550520000000002,-46.633309000000004,18.49,76.42,15.0,24.0,20.18,18.96,57.02,71.06,-6.43,19.76
New York,214434.0,8398748.0,2018.0,25532.0,2020-06-26,40.712775,-74.005973,25.04,60.33,18.89,32.0,24.96,20.42,67.88,60.26,-22.23,-12.65
Sao Paulo,124105.0,12252023.0,2017.0,10129.0,2020-06-27,-23.550520000000002,-46.633309000000004,15.15,87.97,12.18,20.56,20.01,18.62,59.61,70.39,-7.47,15.31
New York,214750.0,8398748.0,2018.0,25569.0,2020-06-27,40.712775,-74.005973,24.64,65.67,20.0,30.0,25.38,20.03,65.21,62.45,-26.71,-4.42
Sao Paulo,124105.0,12252023.0,2017.0,10129.0,2020-06-28,-23.550520000000002,-46.633309000000004,14.02,85.69,11.67,19.0,19.24,18.45,63.37,70.05,-4.28,9.54
New York,214750.0,8398748.0,2018.0,25569.0,2020-06-28,40.712775,-74.005973,26.19,75.76,21.0,33.89,25.47,20.44,64.36,66.37,-24.61,3.03
Sao Paulo,125012.0,12252023.0,2017.0,10203.0,2020-06-29,-23.550520000000002,-46.633309000000004,15.73,79.71,12.0,21.67,18.25,19.02,66.92,66.71,4.05,-0.31
New York,214750.0,8398748.0,2018.0,25569.0,2020-06-29,40.712775,-74.005973,25.4,68.12,20.0,32.22,25.72,21.4,65.02,69.79,-20.19,6.83
Sao Paulo,127119.0,12252023.0,2017.0,10375.0,2020-06-30,-23.550520000000002,-46.633309000000004,18.34,68.67,13.0,28.89,17.55,19.54,70.32,63.51,10.18,-10.72
New York,215179.0,8398748.0,2018.0,25620.0,2020-06-30,40.712775,-74.005973,22.82,72.83,18.33,26.67,25.58,22.44,65.02,71.02,-13.99,8.45
Sao Paulo,129328.0,12252023.0,2017.0,10556.0,2020-07-01,-23.550520000000002,-46.633309000000004,19.25,57.79,12.0,26.11,17.35,19.81,72.67,60.22,12.42,-20.67
New York,215902.0,8398748.0,2018.0,25706.0,2020-07-01,40.712775,-74.005973,22.59,77.92,18.89,28.0,25.11,23.38,65.51,72.39,-7.4,9.5
Sao Paulo,134984.0,12252023.0,2017.0,11017.0,2020-07-02,-23.550520000000002,-46.633309000000004,13.79,68.54,6.71,20.56,17.36,19.88,73.72,57.49,12.68,-28.23
New York,216362.0,8398748.0,2018.0,25761.0,2020-07-02,40.712775,-74.005973,25.68,66.79,18.89,35.0,24.61,24.23,67.22,72.51,-1.57,7.3
Sao Paulo,137762.0,12252023.0,2017.0,11244.0,2020-07-03,-23.550520000000002,-46.633309000000004,13.65,74.17,8.0,20.56,16.4,20.18,74.97,57.02,18.73,-31.48
New York,216730.0,8398748.0,2018.0,25805.0,2020-07-03,40.712775,-74.005973,28.53,56.46,22.78,35.0,24.62,24.96,69.63,67.88,1.36,-2.58
Sao Paulo,139871.0,12252023.0,2017.0,11416.0,2020-07-04,-23.550520000000002,-46.633309000000004,16.13,66.12,9.77,24.44,15.7,20.01,74.65,59.61,21.54,-25.23
New York,216969.0,8398748.0,2018.0,25833.0,2020-07-04,40.712775,-74.005973,23.95,77.33,19.44,32.22,25.12,25.38,69.08,65.21,1.02,-5.93
Sao Paulo,140231.0,12252023.0,2017.0,11446.0,2020-07-05,-23.550520000000002,-46.633309000000004,18.09,73.33,11.64,28.0,15.84,19.24,71.53,63.37,17.67,-12.88
New York,217216.0,8398748.0,2018.0,25863.0,2020-07-05,40.712775,-74.005973,26.41,69.88,21.11,35.0,25.02,25.47,70.74,64.36,1.77,-9.91
Sao Paulo,142502.0,12252023.0,2017.0,11631.0,2020-07-06,-23.550520000000002,-46.633309000000004,20.3,63.67,13.0,27.0,16.43,18.25,69.76,66.92,9.97,-4.24
New York,217488.0,8398748.0,2018.0,25895.0,2020-07-06,40.712775,-74.005973,27.23,65.12,21.0,36.11,25.05,25.72,69.9,65.02,2.6,-7.51
Sao Paulo,144573.0,12252023.0,2017.0,11800.0,2020-07-07,-23.550520000000002,-46.633309000000004,20.54,64.46,14.23,28.0,17.08,17.55,67.47,70.32,2.68,4.05
New York,217777.0,8398748.0,2018.0,25930.0,2020-07-07,40.712775,-74.005973,24.08,79.75,21.11,28.89,25.32,25.58,69.48,65.02,1.02,-6.86
Sao Paulo,146739.0,12252023.0,2017.0,11977.0,2020-07-08,-23.550520000000002,-46.633309000000004,21.86,43.08,15.0,27.78,17.39,17.35,66.87,72.67,-0.23,7.98
New York,218052.0,8398748.0,2018.0,25962.0,2020-07-08,40.712775,-74.005973,25.81,80.0,22.78,31.0,25.5,25.11,70.46,65.51,-1.55,-7.56
Sao Paulo,149431.0,12252023.0,2017.0,12196.0,2020-07-09,-23.550520000000002,-46.633309000000004,19.43,60.88,13.0,27.22,17.77,17.36,64.77,73.72,-2.36,12.14
New York,218404.0,8398748.0,2018.0,26004.0,2020-07-09,40.712775,-74.005973,26.52,76.83,21.67,33.33,25.96,24.61,70.76,67.22,-5.49,-5.27
Sao Paulo,151365.0,12252023.0,2017.0,12354.0,2020-07-10,-23.550520000000002,-46.633309000000004,15.43,74.33,8.0,22.78,18.57,16.4,63.67,74.97,-13.23,15.07
New York,218710.0,8398748.0,2018.0,26041.0,2020-07-10,40.712775,-74.005973,24.25,89.7,22.22,28.0,26.08,24.62,72.2,69.63,-5.93,-3.69
Sao Paulo,152806.0,12252023.0,2017.0,12472.0,2020-07-11,-23.550520000000002,-46.633309000000004,19.44,68.17,13.0,27.19,18.83,15.7,63.7,74.65,-19.94,14.67
New York,219051.0,8398748.0,2018.0,26081.0,2020-07-11,40.712775,-74.005973,25.17,84.72,21.67,31.67,25.46,25.12,76.94,69.08,-1.35,-11.38
Sao Paulo,154013.0,12252023.0,2017.0,12570.0,2020-07-12,-23.550520000000002,-46.633309000000004,20.73,60.75,13.0,30.0,19.3,15.84,63.99,71.53,-21.84,10.54
New York,219301.0,8398748.0,2018.0,26111.0,2020-07-12,40.712775,-74.005973,26.59,65.08,21.11,33.33,25.64,25.02,78.0,70.74,-2.48,-10.26
Sao Paulo,158802.0,12252023.0,2017.0,12961.0,2020-07-13,-23.550520000000002,-46.633309000000004,21.27,60.67,14.0,28.0,19.68,16.43,62.19,69.76,-19.78,10.85
New York,219616.0,8398748.0,2018.0,26149.0,2020-07-13,40.712775,-74.005973,26.85,61.83,20.56,32.78,25.66,25.05,77.31,69.9,-2.44,-10.6
Sao Paulo,160326.0,12252023.0,2017.0,13086.0,2020-07-14,-23.550520000000002,-46.633309000000004,17.71,79.17,13.86,23.89,19.81,17.08,61.76,67.47,-15.98,8.46
New York,219982.0,8398748.0,2018.0,26192.0,2020-07-14,40.712775,-74.005973,26.15,54.29,20.0,31.67,25.61,25.32,76.84,69.48,-1.15,-10.59
Sao Paulo,162244.0,12252023.0,2017.0,13242.0,2020-07-15,-23.550520000000002,-46.633309000000004,14.6,81.58,11.99,20.0,19.41,17.39,63.86,66.87,-11.62,4.5
New York,220367.0,8398748.0,2018.0,26238.0,2020-07-15,40.712775,-74.005973,24.63,66.92,20.0,29.44,25.91,25.5,73.21,70.46,-1.61,-3.9
Sao Paulo,163624.0,12252023.0,2017.0,13355.0,2020-07-16,-23.550520000000002,-46.633309000000004,15.51,78.46,11.95,21.11,18.37,17.77,69.36,64.77,-3.38,-7.09
New York,220734.0,8398748.0,2018.0,26282.0,2020-07-16,40.712775,-74.005973,22.99,67.83,20.56,26.67,25.74,25.96,71.34,70.76,0.85,-0.82
Sao Paulo,165094.0,12252023.0,2017.0,13475.0,2020-07-17,-23.550520000000002,-46.633309000000004,17.31,76.42,12.19,25.0,17.81,18.57,71.88,63.67,4.09,-12.89
New York,221121.0,8398748.0,2018.0,26328.0,2020-07-17,40.712775,-74.005973,23.42,74.96,20.0,31.67,25.23,26.08,70.05,72.2,3.26,2.98
Sao Paulo,166073.0,12252023.0,2017.0,13555.0,2020-07-18,-23.550520000000002,-46.633309000000004,18.78,71.67,13.75,24.44,18.08,18.83,72.17,63.7,3.98,-13.3
New York,221419.0,8398748.0,2018.0,26363.0,2020-07-18,40.712775,-74.005973,27.52,66.58,21.0,35.0,25.11,25.46,67.95,76.94,1.37,11.68
Sao Paulo,166348.0,12252023.0,2017.0,13577.0,2020-07-19,-23.550520000000002,-46.633309000000004,18.63,68.83,12.65,24.44,17.99,19.3,72.67,63.99,6.79,-13.56
New York,221703.0,8398748.0,2018.0,26397.0,2020-07-19,40.712775,-74.005973,29.01,65.5,22.78,37.22,25.45,25.64,65.36,78.0,0.74,16.21
Sao Paulo,167801.0,12252023.0,2017.0,13696.0,2020-07-20,-23.550520000000002,-46.633309000000004,18.57,62.29,11.0,25.62,17.69,19.68,73.83,62.19,10.11,-18.72
New York,222094.0,8398748.0,2018.0,26444.0,2020-07-20,40.712775,-74.005973,30.42,65.38,25.56,36.11,25.8,25.66,65.42,77.31,-0.55,15.38
Sao Paulo,171119.0,12252023.0,2017.0,13967.0,2020-07-21,-23.550520000000002,-46.633309000000004,19.47,59.17,10.0,28.0,17.3,19.81,74.06,61.76,12.67,-19.92
New York,222444.0,8398748.0,2018.0,26485.0,2020-07-21,40.712775,-74.005973,29.63,52.04,23.89,35.56,26.31,25.61,65.92,76.84,-2.73,14.21
Sao Paulo,173710.0,12252023.0,2017.0,14178.0,2020-07-22,-23.550520000000002,-46.633309000000004,19.83,60.79,10.65,27.22,17.55,19.41,71.2,63.86,9.58,-11.49
New York,222832.0,8398748.0,2018.0,26532.0,2020-07-22,40.712775,-74.005973,28.21,73.73,22.0,35.56,26.8,25.91,65.6,73.21,-3.43,10.39
Sao Paulo,176190.0,12252023.0,2017.0,14380.0,2020-07-23,-23.550520000000002,-46.633309000000004,19.8,57.46,11.0,27.0,18.3,18.37,68.23,69.36,0.38,1.63
New York,223192.0,8398748.0,2018.0,26574.0,2020-07-23,40.712775,-74.005973,25.79,83.23,22.0,33.33,27.31,25.74,66.57,71.34,-6.1,6.69
Sao Paulo,179115.0,12252023.0,2017.0,14619.0,2020-07-24,-23.550520000000002,-46.633309000000004,19.78,57.79,11.96,27.22,18.91,17.81,65.23,71.88,-6.18,9.25
New York,223532.0,8398748.0,2018.0,26615.0,2020-07-24,40.712775,-74.005973,25.28,82.58,22.0,30.0,27.71,25.23,68.77,70.05,-9.83,1.83
Sao Paulo,179777.0,12252023.0,2017.0,14673.0,2020-07-25,-23.550520000000002,-46.633309000000004,20.78,50.42,11.0,32.22,19.27,18.08,62.57,72.17,-6.58,13.3
New York,223761.0,8398748.0,2018.0,26642.0,2020-07-25,40.712775,-74.005973,26.5,74.83,21.0,34.44,27.98,25.11,69.86,67.95,-11.43,-2.81
Sao Paulo,182027.0,12252023.0,2017.0,14857.0,2020-07-26,-23.550520000000002,-46.633309000000004,17.22,75.04,14.3,22.0,19.55,17.99,59.54,72.67,-8.67,18.07
New York,224051.0,8398748.0,2018.0,26677.0,2020-07-26,40.712775,-74.005973,28.97,65.21,23.89,35.56,27.83,25.45,71.04,65.36,-9.35,-8.69
Sao Paulo,182027.0,12252023.0,2017.0,14857.0,2020-07-27,-23.550520000000002,-46.633309000000004,19.53,67.71,13.84,28.0,19.35,17.69,60.42,73.83,-9.38,18.16
New York,224249.0,8398748.0,2018.0,26700.0,2020-07-27,40.712775,-74.005973,29.99,52.71,23.0,36.67,27.83,25.8,71.0,65.42,-7.87,-8.53
Sao Paulo,188827.0,12252023.0,2017.0,15412.0,2020-07-28,-23.550520000000002,-46.633309000000004,21.74,56.79,13.0,30.56,19.49,17.3,61.2,74.06,-12.66,17.36
New York,224551.0,8398748.0,2018.0,26736.0,2020-07-28,40.712775,-74.005973,30.42,61.88,25.56,35.56,27.77,26.31,69.19,65.92,-5.55,-4.96
Sao Paulo,193684.0,12252023.0,2017.0,15808.0,2020-07-29,-23.550520000000002,-46.633309000000004,16.45,76.84,13.08,23.89,19.81,17.55,60.86,71.2,-12.88,14.52
New York,224863.0,8398748.0,2018.0,26773.0,2020-07-29,40.712775,-74.005973,28.59,61.21,23.0,34.44,27.88,26.8,70.6,65.6,-4.03,-7.62
Sao Paulo,197560.0,12252023.0,2017.0,16125.0,2020-07-30,-23.550520000000002,-46.633309000000004,14.39,83.38,11.76,18.33,19.33,18.3,63.15,68.23,-5.63,7.45
New York,225148.0,8398748.0,2018.0,26807.0,2020-07-30,40.712775,-74.005973,28.83,57.46,22.78,35.0,27.93,27.31,68.81,66.57,-2.27,-3.36
Sao Paulo,199674.0,12252023.0,2017.0,16297.0,2020-07-31,-23.550520000000002,-46.633309000000004,15.86,77.0,12.53,21.67,18.56,18.91,66.85,65.23,1.85,-2.48
New York,225460.0,8398748.0,2018.0,26844.0,2020-07-31,40.712775,-74.005973,24.91,78.11,21.0,31.67,28.37,27.71,65.13,68.77,-2.38,5.29
Sao Paulo,200444.0,12252023.0,2017.0,16360.0,2020-08-01,-23.550520000000002,-46.633309000000004,16.76,73.21,12.65,23.0,18.0,19.27,69.6,62.57,6.59,-11.24
New York,225723.0,8398748.0,2018.0,26876.0,2020-08-01,40.712775,-74.005973,26.23,68.96,21.0,33.33,28.32,27.98,64.49,69.86,-1.22,7.69
Sao Paulo,200705.0,12252023.0,2017.0,16381.0,2020-08-02,-23.550520000000002,-46.633309000000004,16.77,72.67,11.0,24.0,17.42,19.55,72.85,59.54,10.9,-22.35
New York,225964.0,8398748.0,2018.0,26904.0,2020-08-02,40.712775,-74.005973,27.31,73.83,24.44,33.89,28.28,27.83,63.65,71.04,-1.62,10.4
Sao Paulo,203279.0,12252023.0,2017.0,16591.0,2020-08-03,-23.550520000000002,-46.633309000000004,16.49,70.12,10.11,23.0,17.36,19.35,72.51,60.42,10.28,-20.01
New York,226280.0,8398748.0,2018.0,26942.0,2020-08-03,40.712775,-74.005973,28.72,62.79,24.44,33.33,28.04,27.83,64.88,71.0,-0.75,8.62
Sao Paulo,206102.0,12252023.0,2017.0,16822.0,2020-08-04,-23.550520000000002,-46.633309000000004,16.04,69.67,9.71,24.0,16.92,19.49,72.86,61.2,13.19,-19.05
New York,226581.0,8398748.0,2018.0,26978.0,2020-08-04,40.712775,-74.005973,24.85,80.97,21.0,30.56,27.86,27.77,66.32,69.19,-0.32,4.15
Sao Paulo,209559.0,12252023.0,2017.0,17104.0,2020-08-05,-23.550520000000002,-46.633309000000004,16.27,70.67,10.0,24.0,16.11,19.81,74.7,60.86,18.68,-22.74
